都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1489,31006,123,3,1263,103
青 森,32,1503,2,0,29,1
岩手,4,1729,3,0,1,0
宮城,176,6262,26,0,149,1
秋  田,18,1189,2,0,16,0
山形,76,2941,1,0,75,1
福島,91,10434,5,0,86,0
茨城,344,7763,91,1,243,10
栃木,207,14660,43,0,148,0
群馬,202,8754,33,0,150,19
埼玉,2623,73486,559,3,1987,77
千葉,1920,30220,505,4,1364,51
東京,14285,210202,3265,21,10687,333
神奈川,2833,38641,468,11,2266,99
新潟,120,6936,20,0,99,0
富山,261,5713,27,0,212,22
石川,324,3349,15,2,282,27
福井,149,5205,20,0,121,8
山梨,109,7568,22,0,86,1
長野,125,8679,35,0,90,-
岐阜,400,11963,149,0,244,7
静岡,328,15096,127,1,200,1
愛知,2388,27736,1563,7,783,35
三重,155,5082,71,0,68,1
滋賀,236,4841,90,2,145,1
京都,876,20163,240,4,615,21
大阪,4916,82268,1532,30,3286,92
兵庫,1371,28848,289,7,1037,45
奈良,286,9920,73,1,211,2
和歌山,173,6619,38,2,130,3
鳥取,19,3817,14,0,5,0
島根,29,3014,1,0,28,0
岡山,101,3226,29,-,67,-
広島,376,13587,121,1,247,3
山口,60,4166,12,0,48,0
徳島,43,2300,17,0,10,1
香川,46,4941,4,0,42,0
愛媛,100,3150,13,1,82,5
高知,82,2328,3,0,76,3
福岡,2269,26900,1033,8,1201,35
佐賀,121,2822,74,0,62,0
長崎,140,8143,106,-,32,2
熊本,322,6845,259,0,58,5
大分,74,7443,14,0,59,1
宮崎,187,5633,150,3,37,0
鹿児島,262,11306,77,0,183,2
沖縄,714,10548,546,3,165,7
(その他),149,-,0,-,149,-
合計,41611,808945,11910,115,28624,1025
