都道府県名,陽性者数 検査人数,,%
北海道,2091,57010,3.7%
青森,36,2435,1.5%
,23,4220,0.5%
宮城,399,10302,3.9%
秋田,53,2140,2.5%
山形,78,5164,1.5%
福島,253,20207,1.3%
茨城,657,12474,5.3%
栃木,431,30351,1.4%
群馬,701,21170,3.3%
埼玉,4652,143932,3.2%
千葉,3896,88135,4.4%
東京,25738,455929,5.6%
神奈川,6898,153017,4.5%
新潟,170,15405,1.1%
富山,418,12250,3.4%
石川,776,13003,6.0%
福井,244,9765,2.5%
山梨,186,10658,1.7%
長野,306,18932,1.6%
岐阜,626,22761,2.8%
静岡,538,34354,1.6%
,5337,76727,7.0%
三重,503,12619,4.0%
滋賀,502,11903,4.2%
京都,1747,42536,4.1%
大阪,10593,184635,5.7%
,2704,56262,4.8%
奈良,569,20591,2.8%
和歌山,242,9284,2.6%
鳥取,36,5472,0.7%
島根,140,5767,2.4%
岡山,157,8110,1.9%
広島,563,20858,2.7%
山口,202,9786,2.1%
徳島,148,6908,2.1%
香川,93,10671,0.9%
愛媛,114,4075,2.8%
高知,138,3475,4.0%
福岡,5032,131947,3.8%
佐賀,245,6005,4.1%
長崎,236,18408,1.3%
熊本,574,16403,3.5%
大分,158,16873,0.9%
宮崎,344,8582,4.0%
鹿児島,415,18986,2.2%
沖縄,2486,39038,6.4%
長崎船,149,0,-
合計,82597,1889535,4.4%
