都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,38830,696174,6991,46,31089,1156
青森,2393,45518,180,1,2183,30
岩手,1472,75364,110,1,1317,45
宮城,8919,146010,192,6,8628,83
秋田,760,13808,37,1,709,14
山形,1978,60117,117,3,1818,43
福島,4612,246242,193,10,4272,147
茨城,9819,32753,385,10,9283,151
栃木,6427,265565,298,12,6051,78
群馬,7879,176036,310,18,7430,139
埼玉,44145,890336,1486,50,41865,794
千葉,37417,616888,907,18,35824,686
東京,162421,2310755,4666,67,155664,2091
神奈川,62108,941010,1869,68,59343,896
新潟,3266,147570,239,7,2988,39
富山,1900,65340,200,7,1664,36
石川,3799,97226,344,9,3344,108
福井,1050,59756,29,0,987,34
山梨,1568,43111,90,1,1459,19
長野,4841,182225,210,5,4612,85
岐阜,9007,243405,687,20,8153,167
静岡,8511,356876,599,7,7774,138
愛知,47824,723867,4439,95,42569,816
三重,4985,123611,309,11,4698,107
滋賀,5206,132109,443,14,4682,81
京都,15963,258064,762,25,14940,215
大阪,100357,1857360,7602,293,89457,2382
兵庫,39919,464384,1318,77,37399,1206
奈良,7953,154164,251,9,7585,117
和歌山,2633,40589,66,20,2467,45
鳥取,466,73958,25,0,432,2
島根,543,27832,61,3,482,0
岡山,7428,138031,992,31,6022,108
広島,10815,501470,827,26,9460,137
山口,2968,108624,330,5,2573,65
徳島,1632,59289,31,1,1539,62
香川,2025,78492,112,6,1892,26
愛媛,2722,87446,54,4,2595,73
高知,1539,10081,227,7,1292,20
福岡,34401,758978,3336,77,30499,469
佐賀,2519,51077,114,3,2411,20
長崎,2934,113304,123,2,2743,68
熊本,6298,79169,493,26,5704,101
大分,3420,149222,270,4,3098,52
宮崎,3042,43321,85,2,2921,26
鹿児島,3409,102894,256,3,3128,30
沖縄,17808,223114,2754,87,14907,153
(その他),149,-,0,-,149,-
合計,752080,14072535,45419,1198,692101,13360
