都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41110,763360,2053,25,37789,1369
青森,2455,49382,21,0,2403,31
岩手,1643,82963,58,2,1539,46
宮城,9085,154372,63,4,8928,87
秋田,787,14508,27,1,740,20
山形,2020,64402,23,3,1950,47
福島,4803,272553,107,5,4535,161
茨城,10315,33116,202,5,9951,162
栃木,6857,280890,186,12,6590,81
群馬,8013,189483,65,8,7797,151
埼玉,45785,948563,896,21,44062,827
千葉,39463,662404,967,19,37795,701
東京,170375,2463348,3590,44,164572,2213
神奈川,65962,1014109,1475,40,63548,939
新潟,3390,165410,58,3,3285,47
富山,2026,71856,74,2,1915,37
石川,3922,118892,62,1,3743,114
福井,1180,63899,114,0,1032,34
山梨,2019,50098,218,0,1780,21
長野,5002,198438,79,1,4907,91
岐阜,9401,264946,140,8,9076,185
静岡,9092,392433,287,4,8656,149
愛知,50575,808212,1474,43,48158,943
三重,5206,137890,79,4,5154,110
滋賀,5518,146778,154,5,5274,90
京都,16499,277206,204,15,16038,236
大阪,102714,2065081,1523,187,97754,2624
兵庫,40759,496779,338,28,39148,1275
奈良,8208,164823,154,8,7927,127
和歌山,2666,41497,13,3,2546,49
鳥取,466,81445,2,0,455,2
島根,551,29236,4,1,546,1
岡山,7582,158467,139,4,7302,125
広島,11424,534171,244,12,10983,167
山口,3117,119622,83,1,2960,74
徳島,1653,63662,12,0,1578,63
香川,2085,84058,30,2,2030,30
愛媛,2750,93808,16,3,2659,75
高知,1763,10972,99,4,1640,24
福岡,35306,813689,764,25,33997,516
佐賀,2549,55469,11,0,2548,24
長崎,3123,121850,73,0,2981,69
熊本,6457,81251,83,8,6261,113
大分,3487,164620,45,1,3380,62
宮崎,3070,43933,15,0,3018,27
鹿児島,3643,109764,79,1,3562,38
沖縄,20328,245544,1504,66,18659,171
(その他),149,-,0,-,149,-
合計,786353,15269252,17907,629,753300,14548
