都道府県名,陽性者数 検査人数,,%
北海道,41110,763360,5.4%
青森,2455,49382,5.0%
岩手,1643,82963,2.0%
宮城,9085,154372,5.9%
秋田,787,14508,5.4%
山形,2020,64402,3.1%
福島,4803,272553,1.8%
茨城,10315,33116,31.1%
栃木,6857,280890,2.4%
群馬,8013,189483,4.2%
埼玉,45785,948563,4.8%
千葉,39463,662404,6.0%
東京,170375,2463348,6.9%
神奈川,65962,1014109,6.5%
新潟,3390,165410,2.0%
富山,2026,71856,2.8%
石川,3922,118892,3.3%
福井,1180,63899,1.8%
山梨,2019,50098,4.0%
長野,5002,198438,2.5%
岐阜,9401,264946,3.5%
静岡,9092,392433,2.3%
愛知,50575,808212,6.3%
三重,5206,137890,3.8%
滋賀,5518,146778,3.8%
京都,16499,277206,6.0%
大阪,102714,2065081,5.0%
兵庫,40759,496779,8.2%
奈良,8208,164823,5.0%
和歌山,2666,41497,6.4%
鳥取,466,81445,0.6%
島根,551,29236,1.9%
岡山,7582,158467,4.8%
広島,11424,534171,2.1%
山口,3117,119622,2.6%
徳島,1653,63662,2.6%
香川,2085,84058,2.5%
愛媛,2750,93808,2.9%
高知,1763,10972,16.1%
福岡,35306,813689,4.3%
佐賀,2549,55469,4.6%
長崎,3123,121850,2.6%
熊本,6457,81251,7.9%
大分,3487,164620,2.1%
宮崎,3070,43933,7.0%
鹿児島,3643,109764,3.3%
沖縄,20328,245544,8.3%
長崎船,149,0,-
合計,786353,15269252,5.1%
