都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,30774,599994,5313,34,24349,944
青森,1981,38343,310,4,1644,27
岩手,1241,65675,197,3,1004,40
宮城,8577,129953,391,12,8094,77
秋田,692,12609,144,0,539,9
山形,1729,54144,187,5,1505,37
福島,4268,211567,580,21,3557,131
茨城,9094,31619,599,16,8358,137
栃木,5867,230641,341,3,5452,74
群馬,7239,153301,693,16,6429,117
埼玉,41691,820932,2536,49,38390,765
千葉,35614,581517,1453,20,33506,655
東京,152658,2158696,6790,85,143910,1958
神奈川,58071,870121,2505,56,54711,855
新潟,2859,126057,389,6,2436,34
富山,1528,56503,169,5,1327,32
石川,3249,78696,608,11,2542,97
福井,993,55056,68,0,891,34
山梨,1403,38972,132,1,1254,19
長野,4374,163193,347,7,4014,75
岐阜,7660,213296,1132,19,6385,143
静岡,7498,324676,778,6,6589,131
愛知,40721,622811,5758,70,34291,672
三重,4490,109813,612,12,3893,96
滋賀,4529,115740,548,7,3909,72
京都,14676,236606,1588,29,12962,196
大阪,95157,1653672,16584,369,75659,1981
兵庫,37549,425040,4314,100,32373,862
奈良,7464,140524,790,23,6575,99
和歌山,2487,37366,174,37,2240,35
鳥取,436,68358,56,1,372,2
島根,437,22393,64,2,373,0
岡山,6244,108427,1308,26,4071,73
広島,8396,321772,825,17,6407,113
山口,2440,92132,487,7,1900,53
徳島,1585,50608,181,5,1348,56
香川,1816,70415,384,4,1413,24
愛媛,2629,74399,190,5,2372,67
高知,1158,9266,50,3,1088,20
福岡,30525,683614,6037,69,23746,391
佐賀,2253,45304,362,8,1824,16
長崎,2740,103830,472,15,2215,54
熊本,5415,72441,1038,23,4291,86
大分,2916,131011,758,6,2125,33
宮崎,2840,37663,425,5,2381,25
鹿児島,2909,92739,437,2,2434,28
沖縄,13918,204062,1461,11,12321,142
(その他),149,-,0,-,149,-
合計,684939,12545567,70565,1235,599618,11587
