都道府県名,陽性者数 検査人数,,%
北海道,30774,599994,5.1%
青森,1981,38343,5.2%
岩手,1241,65675,1.9%
宮城,8577,129953,6.6%
秋田,692,12609,5.5%
山形,1729,54144,3.2%
福島,4268,211567,2.0%
茨城,9094,31619,28.8%
栃木,5867,230641,2.5%
群馬,7239,153301,4.7%
埼玉,41691,820932,5.1%
千葉,35614,581517,6.1%
東京,152658,2158696,7.1%
神奈川,58071,870121,6.7%
新潟,2859,126057,2.3%
富山,1528,56503,2.7%
石川,3249,78696,4.1%
福井,993,55056,1.8%
山梨,1403,38972,3.6%
長野,4374,163193,2.7%
岐阜,7660,213296,3.6%
静岡,7498,324676,2.3%
愛知,40721,622811,6.5%
三重,4490,109813,4.1%
滋賀,4529,115740,3.9%
京都,14676,236606,6.2%
大阪,95157,1653672,5.8%
兵庫,37549,425040,8.8%
奈良,7464,140524,5.3%
和歌山,2487,37366,6.7%
鳥取,436,68358,0.6%
島根,437,22393,2.0%
岡山,6244,108427,5.8%
広島,8396,321772,2.6%
山口,2440,92132,2.6%
徳島,1585,50608,3.1%
香川,1816,70415,2.6%
愛媛,2629,74399,3.5%
高知,1158,9266,12.5%
福岡,30525,683614,4.5%
佐賀,2253,45304,5.0%
長崎,2740,103830,2.6%
熊本,5415,72441,7.5%
大分,2916,131011,2.2%
宮崎,2840,37663,7.5%
鹿児島,2909,92739,3.1%
沖縄,13918,204062,6.8%
長崎船,149,0,-
合計,684939,12545567,5.5%
