都道府県名,陽性者数 検査人数,,%
北海道,20544,432134,4.8%
青森,909,23669,3.8%
岩手,591,42019,1.4%
宮城,4929,82924,5.9%
秋田,278,7409,3.8%
山形,703,32037,2.2%
福島,2371,137840,1.7%
茨城,6496,25858,25.1%
栃木,4467,166942,2.7%
群馬,4869,109122,4.5%
埼玉,31981,623598,5.1%
千葉,28918,459473,6.3%
東京,118461,1709233,6.9%
神奈川,47341,671205,7.1%
新潟,1324,77919,1.7%
富山,927,40543,2.3%
石川,1896,58552,3.2%
福井,553,34594,1.6%
山梨,956,29599,3.2%
長野,2581,111049,2.3%
岐阜,4863,153245,3.2%
静岡,5543,236080,2.3%
愛知,26809,446425,6.0%
三重,2660,73145,3.6%
滋賀,2713,83404,3.3%
京都,9294,170847,5.4%
大阪,49682,968117,5.1%
兵庫,19012,283507,6.7%
奈良,3553,92751,3.8%
和歌山,1220,25768,4.7%
鳥取,210,45760,0.5%
島根,285,17152,1.7%
岡山,2635,75671,3.5%
広島,5091,175742,2.9%
山口,1402,66920,2.1%
徳島,479,29763,1.6%
香川,779,49207,1.6%
愛媛,1134,36496,3.1%
高知,914,7339,12.5%
福岡,18801,493937,3.8%
佐賀,1164,31284,3.7%
長崎,1617,74479,2.2%
熊本,3493,57733,6.1%
大分,1302,89621,1.5%
宮崎,1953,24807,7.9%
鹿児島,1776,71390,2.5%
沖縄,8911,160232,5.6%
長崎船,149,0,-
合計,458539,8916541,5.1%
