都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,20544,432134,676,9,19115,737
青森,909,23669,52,1,837,20
岩手,591,42019,29,0,532,30
宮城,4929,82924,890,2,4012,27
秋田,278,7409,9,0,263,6
山形,703,32037,145,0,542,16
福島,2371,137840,270,11,1994,107
茨城,6496,25858,315,0,6056,125
栃木,4467,166942,160,0,4237,70
群馬,4869,109122,167,2,4603,99
埼玉,31981,623598,1323,46,29967,691
千葉,28918,459473,1037,21,27334,547
東京,118461,1709233,2976,42,113818,1667
神奈川,47341,671205,905,19,45664,772
新潟,1324,77919,144,1,1163,17
富山,927,40543,17,1,882,28
石川,1896,58552,17,1,1813,64
福井,553,34594,7,0,521,25
山梨,956,29599,2,0,936,18
長野,2581,111049,122,1,2438,41
岐阜,4863,153245,81,2,4659,123
静岡,5543,236080,201,1,5227,115
愛知,26809,446425,491,11,25746,572
三重,2660,73145,75,4,2597,67
滋賀,2713,83404,85,4,2576,52
京都,9294,170847,117,2,9014,167
大阪,49682,968117,1491,61,46620,1170
兵庫,19012,283507,682,50,17750,580
奈良,3553,92751,111,6,3391,51
和歌山,1220,25768,41,3,1137,18
鳥取,210,45760,0,0,205,2
島根,285,17152,0,0,285,0
岡山,2635,75671,76,6,2479,35
広島,5091,175742,36,0,4946,106
山口,1402,66920,16,0,1343,43
徳島,479,29763,23,1,438,18
香川,779,49207,18,0,743,18
愛媛,1134,36496,65,1,1045,24
高知,914,7339,11,3,884,19
福岡,18801,493937,403,8,18070,328
佐賀,1164,31284,38,2,1136,11
長崎,1617,74479,3,0,1576,38
熊本,3493,57733,24,1,3398,74
大分,1302,89621,7,0,1273,22
宮崎,1953,24807,0,0,1924,22
鹿児島,1776,71390,15,0,1760,28
沖縄,8911,160232,460,2,8331,126
(その他),149,-,0,-,149,-
合計,458539,8916541,13833,325,435429,8936
