都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1348,25289,88,5,1158,102
青 森,30,1287,4,0,25,1
岩手,0,1260,0,0,0,0
宮城,132,5132,27,0,104,1
秋  田,16,1041,0,0,16,0
山形,75,2822,3,0,72,1
福島,84,8535,2,0,82,0
茨城,226,6311,22,3,194,10
栃木,133,10936,46,0,90,0
群馬,167,6932,12,1,136,19
埼玉,1783,51993,422,7,1292,69
千葉,1318,23893,258,2,1014,46
東京,9579,143292,1940,13,7312,327
神奈川,2009,15655,297,9,1614,98
新潟,90,5716,5,0,84,0
富山,231,4791,3,0,206,22
石川,303,3017,6,1,270,27
福井,126,4005,4,0,114,8
山梨,78,6569,2,0,75,1
長野,84,5206,7,0,77,-
岐阜,180,7153,19,0,154,7
静岡,109,9608,20,0,88,1
愛知,640,16041,111,0,489,34
三重,57,3307,9,0,46,1
滋賀,111,3310,7,1,103,1
京都,539,14205,118,0,403,18
大阪,2469,54929,452,5,1931,86
兵庫,834,19089,86,0,703,45
奈良,156,5045,49,0,105,2
和歌山,93,5067,17,1,73,3
鳥取,5,2232,2,0,3,0
島根,25,1997,1,0,24,0
岡山,43,2369,10,-,30,-
広島,209,9284,32,0,175,3
山口,42,3260,5,0,37,0
徳島,10,1430,5,0,4,1
香川,44,3836,16,0,28,0
愛媛,83,2731,1,0,77,5
高知,76,2136,2,0,71,3
福岡,1028,19350,131,4,864,33
佐賀,48,1789,1,0,47,0
長崎,40,4789,23,-,16,1
熊本,50,4554,1,0,46,3
大分,60,5729,0,0,59,1
宮崎,20,1823,2,0,18,0
鹿児島,170,8314,69,0,101,0
沖縄,153,3655,8,0,142,7
(その他),149,-,0,-,149,-
合計,25255,550714,4345,52,19921,987
