都道府県名,陽性者数 検査人数,,%
北海道,1348,25289,5.3%
青森,30,1287,2.3%
岩手,0,1260,0.0%
宮城,132,5132,2.6%
秋田,16,1041,1.5%
山形,75,2822,2.7%
福島,84,8535,1.0%
茨城,226,6311,3.6%
栃木,133,10936,1.2%
群馬,167,6932,2.4%
埼玉,1783,51993,3.4%
千葉,1318,23893,5.5%
東京,9579,143292,6.7%
神奈川,2009,15655,12.8%
新潟,90,5716,1.6%
富山,231,4791,4.8%
石川,303,3017,10.0%
福井,126,4005,3.1%
山梨,78,6569,1.2%
長野,84,5206,1.6%
岐阜,180,7153,2.5%
静岡,109,9608,1.1%
愛知,640,16041,4.0%
三重,57,3307,1.7%
滋賀,111,3310,3.4%
京都,539,14205,3.8%
大阪,2469,54929,4.5%
兵庫,834,19089,4.4%
奈良,156,5045,3.1%
和歌山,93,5067,1.8%
鳥取,5,2232,0.2%
島根,25,1997,1.3%
岡山,43,2369,1.8%
広島,209,9284,2.3%
山口,42,3260,1.3%
徳島,10,1430,0.7%
香川,44,3836,1.1%
愛媛,83,2731,3.0%
高知,76,2136,3.6%
福岡,1028,19350,5.3%
佐賀,48,1789,2.7%
長崎,40,4789,0.8%
熊本,50,4554,1.1%
大分,60,5729,1.0%
宮崎,20,1823,1.1%
鹿児島,170,8314,2.0%
沖縄,153,3655,4.2%
長崎船,149,-,-
合計,25255,550714,4.6%
