都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,17125,310946,1373,17,15203,588
青森,699,13054,47,2,639,13
岩手,495,19618,29,2,439,27
宮城,3345,47850,400,8,2923,22
秋田,255,6354,48,1,206,1
山形,480,13913,40,2,427,13
福島,1693,82132,273,11,1378,42
茨城,4600,22957,772,17,3768,60
栃木,3687,102397,756,21,2890,41
群馬,3734,72818,357,9,3309,68
埼玉,24386,440312,4412,84,19649,325
千葉,21448,313584,5323,55,15897,228
東京,97571,1290024,14957,150,81767,847
神奈川,39592,484565,3560,104,35600,432
新潟,889,36156,126,2,754,9
富山,857,29974,56,2,774,27
石川,1447,39983,142,2,1277,58
福井,506,26159,74,3,415,17
山梨,898,14741,54,4,831,13
長野,2256,79914,232,2,2014,34
岐阜,4142,101731,540,13,3535,67
静岡,4468,139252,754,8,3638,76
愛知,23368,305475,2721,65,20268,379
三重,2129,42391,382,6,1718,29
滋賀,2067,54283,369,11,1670,28
京都,8091,125411,1430,15,6622,109
大阪,42824,633464,5463,181,36466,895
兵庫,15830,195015,1909,71,13550,371
奈良,2957,67073,306,6,2615,36
和歌山,1032,21026,113,17,887,13
鳥取,198,33403,36,0,157,2
島根,254,11764,13,0,241,0
岡山,2303,47392,387,21,1750,17
広島,4700,120841,304,12,4257,91
山口,1190,45815,360,2,816,14
徳島,381,21093,89,3,279,13
香川,620,36523,158,1,448,14
愛媛,970,23128,147,3,805,18
高知,835,6815,30,4,791,14
福岡,15367,360243,2839,37,12358,170
佐賀,938,23477,164,2,781,4
長崎,1446,55149,287,1,1162,25
熊本,3299,51379,255,20,2777,59
大分,1115,61550,190,4,909,16
宮崎,1794,22420,246,8,1541,17
鹿児島,1566,54334,207,2,1359,18
沖縄,7368,121909,802,3,6481,90
(その他),149,-,0,-,149,-
合計,377364,6229807,53532,1014,318190,5450
