都道府県名,陽性者数 検査人数,,%
北海道,18751,366254,5.1%
青森,812,17021,4.8%
岩手,553,23832,2.3%
宮城,3550,65694,5.4%
秋田,269,6949,3.9%
山形,537,17064,3.1%
福島,1872,104513,1.8%
茨城,5536,24712,22.4%
栃木,4028,120419,3.3%
群馬,4354,88125,4.9%
埼玉,28571,528488,5.4%
千葉,25414,385446,6.6%
東京,109462,1479717,7.4%
神奈川,43985,565643,7.8%
新潟,1030,42000,2.5%
富山,897,34876,2.6%
石川,1779,48052,3.7%
福井,542,30796,1.8%
山梨,934,24827,3.8%
長野,2358,94428,2.5%
岐阜,4655,127809,3.6%
静岡,4985,176824,2.8%
愛知,25491,371954,6.9%
三重,2465,60178,4.1%
滋賀,2376,66964,3.5%
京都,8975,149842,6.0%
大阪,46521,753529,6.2%
兵庫,17737,236742,7.5%
奈良,3331,78866,4.2%
和歌山,1159,24168,4.8%
鳥取,208,38962,0.5%
島根,281,14340,2.0%
岡山,2463,63400,3.9%
広島,4993,149155,3.3%
山口,1367,55951,2.4%
徳島,447,25402,1.8%
香川,737,43244,1.7%
愛媛,1047,31172,3.4%
高知,884,7091,12.5%
福岡,17716,426801,4.2%
佐賀,1004,26589,3.8%
長崎,1590,65199,2.4%
熊本,3432,56413,6.1%
大分,1283,76333,1.7%
宮崎,1943,24614,7.9%
鹿児島,1744,65178,2.7%
沖縄,8076,141091,5.7%
長崎船,149,0,-
合計,422293,7426667,5.7%
