都道府県名,陽性者数 検査人数,,%
北海道,2296,62719,3.7%
青森,37,2590,1.4%
,24,4599,0.5%
宮城,461,11240,4.1%
秋田,58,2309,2.5%
山形,81,5276,1.5%
福島,295,22225,1.3%
茨城,700,12878,5.4%
栃木,443,33095,1.3%
群馬,747,24420,3.1%
埼玉,4951,152490,3.2%
千葉,4232,104100,4.1%
東京,27320,500147,5.5%
神奈川,7408,167935,4.4%
新潟,176,16176,1.1%
富山,422,13250,3.2%
石川,780,14182,5.5%
福井,249,10074,2.5%
山梨,196,10962,1.8%
長野,318,20010,1.6%
岐阜,632,24022,2.6%
静岡,565,37352,1.5%
,5493,83343,6.6%
三重,535,13981,3.8%
滋賀,511,12692,4.0%
京都,1809,45380,4.0%
大阪,11057,199072,5.6%
,2865,60098,4.8%
奈良,595,21963,2.7%
和歌山,249,9647,2.6%
鳥取,36,5517,0.7%
島根,140,5907,2.4%
岡山,163,8654,1.9%
広島,620,22098,2.8%
山口,208,10465,2.0%
徳島,149,7069,2.1%
香川,93,11409,0.8%
愛媛,115,4175,2.8%
高知,138,3528,3.9%
,5077,142188,3.6%
佐賀,248,6267,4.0%
長崎,239,19716,1.2%
熊本,652,17242,3.8%
大分,158,17988,0.9%
宮崎,344,8656,4.0%
鹿児島,447,20254,2.2%
沖縄,2710,43113,6.3%
長崎船,149,0,-
合計,87191,2052473,4.2%
