都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2296,62719,198,0,1991,107
青 森,37,2590,1,0,35,1
岩手,24,4599,1,0,23,0
宮城,461,11240,49,1,410,2
秋  田,58,2309,5,0,53,0
山形,81,5276,4,0,76,1
福島,295,22225,58,4,233,4
茨城,700,12878,50,5,633,17
栃木,443,33095,23,0,421,1
群馬,747,24420,40,5,688,19
埼玉,4951,152490,342,6,4507,102
千葉,4232,104100,328,14,3832,72
東京,27320,500147,1913,21,24986,421
神奈川,7408,167935,496,19,6763,149
新潟,176,16176,7,0,169,0
富山,422,13250,7,0,389,26
石川,780,14182,21,0,712,47
福井,249,10074,5,0,233,11
山梨,196,10962,9,1,182,6
長野,318,20010,11,0,306,1
岐阜,632,24022,13,2,609,10
静岡,565,37352,24,0,539,2
愛知,5493,83343,268,12,5136,89
三重,535,13981,36,1,492,7
滋賀,511,12692,14,0,489,8
京都,1809,45380,63,2,1719,27
大阪,11057,199072,445,23,10378,221
兵庫,2865,60098,134,12,2672,59
奈良,595,21963,27,0,559,9
和歌山,249,9647,8,0,234,4
鳥取,36,5517,3,0,33,0
島根,140,5907,0,0,140,0
岡山,163,8654,8,3,152,1
広島,620,22098,65,0,547,3
山口,208,10465,9,1,197,2
徳島,149,7069,0,0,131,9
香川,93,11409,0,0,91,2
愛媛,115,4175,1,0,108,6
高知,138,3528,0,0,134,4
福岡,5077,142188,64,6,4925,99
佐賀,248,6267,3,0,247,0
長崎,239,19716,3,0,233,3
熊本,652,17242,57,0,566,8
大分,158,17988,1,0,155,2
宮崎,344,8656,0,0,344,1
鹿児島,447,20254,31,0,413,12
沖縄,2710,43113,275,9,2391,48
(その他),149,-,0,-,149,-
合計,87191,2052473,5120,147,80425,1623
