都道府県名,陽性者数 検査人数,,%
北海道,1294,23417,5.5%
青森,29,1086,2.7%
岩手,0,1149,0.0%
宮城,106,4609,2.3%
秋田,16,1018,1.6%
山形,72,2642,2.7%
福島,83,7891,1.1%
茨城,202,5846,3.5%
栃木,95,9301,1.0%
群馬,156,5802,2.7%
埼玉,1488,43923,3.4%
千葉,1137,20924,5.4%
東京,8046,118435,6.8%
神奈川,1760,14411,12.2%
新潟,87,5305,1.6%
富山,230,4294,5.4%
石川,300,2964,10.1%
福井,124,3686,3.4%
山梨,76,6249,1.2%
長野,79,4564,1.7%
岐阜,162,5829,2.8%
静岡,94,8933,1.1%
愛知,530,14450,3.7%
三重,50,3084,1.6%
滋賀,106,2742,3.9%
京都,447,12044,3.7%
大阪,2045,46112,4.4%
兵庫,738,16846,4.4%
奈良,123,4383,2.8%
和歌山,83,4556,1.8%
鳥取,5,2022,0.2%
島根,24,1286,1.9%
岡山,28,2046,1.4%
広島,179,8393,2.1%
山口,37,2675,1.4%
徳島,10,1200,0.8%
香川,29,2991,1.0%
愛媛,82,2678,3.1%
高知,75,2028,3.7%
福岡,922,18029,5.1%
佐賀,47,1703,2.8%
長崎,26,4071,0.6%
熊本,49,4456,1.1%
大分,60,5390,1.1%
宮崎,20,1701,1.2%
鹿児島,150,6949,2.2%
沖縄,148,3177,4.7%
長崎船,149,-,-
合計,21798,477290,4.6%
