都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,19845,409517,703,3,18439,706
青森,852,21461,36,0,796,20
岩手,561,29554,6,0,525,30
宮城,4006,74112,330,5,3651,25
秋田,269,7148,1,0,262,6
山形,553,28974,15,0,523,15
福島,2183,125371,243,10,1849,91
茨城,6166,25169,319,4,5726,121
栃木,4260,156347,138,1,4054,68
群馬,4683,100905,137,3,4456,90
埼玉,30827,590255,1549,43,28623,655
千葉,27853,438920,1200,21,26145,508
東京,115170,1628135,2746,40,110847,1577
神奈川,46283,634658,982,24,44560,741
新潟,1180,46600,95,1,1069,16
富山,909,38443,8,1,873,28
石川,1883,55235,24,3,1796,62
福井,546,33315,2,0,519,25
山梨,946,28326,6,0,923,17
長野,2407,104247,41,0,2356,41
岐阜,4794,146680,75,8,4602,117
静岡,5391,217367,220,0,5069,102
愛知,26369,419863,516,22,25299,554
三重,2598,70180,86,4,2528,63
滋賀,2638,78998,152,7,2438,48
京都,9173,163509,183,1,8841,164
大阪,48214,881164,969,60,45679,1154
兵庫,18383,267708,426,34,17393,564
奈良,3448,87064,80,5,3320,48
和歌山,1172,25024,6,1,1124,18
鳥取,210,43485,1,0,205,2
島根,284,16686,0,0,284,0
岡山,2577,72624,77,1,2441,34
広島,5059,168924,32,3,4924,103
山口,1390,62904,24,0,1324,42
徳島,464,28299,18,1,428,18
香川,768,47272,18,0,732,18
愛媛,1073,35160,15,1,1034,24
高知,908,7217,13,3,876,19
福岡,18431,470980,400,14,17720,311
佐賀,1139,29776,81,1,1068,10
長崎,1613,71412,3,0,1573,37
熊本,3469,57325,28,1,3372,73
大分,1298,85431,8,0,1268,22
宮崎,1953,24803,6,0,1918,22
鹿児島,1762,69602,9,1,1753,27
沖縄,8473,152548,285,1,8072,122
(その他),149,-,0,-,149,-
合計,444582,8378697,12312,328,423426,8558
