都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,40721,743096,3326,30,36402,1327
青森,2452,48455,49,0,2372,31
岩手,1616,80808,107,1,1463,46
宮城,9050,151800,96,7,8865,85
秋田,764,14175,14,1,730,20
山形,2017,63255,48,3,1923,46
福島,4732,265010,109,4,4465,158
茨城,10185,33054,278,8,9747,160
栃木,6728,276034,222,12,6426,80
群馬,7993,185139,103,9,7741,149
埼玉,45238,928154,1007,30,43408,823
千葉,38693,645978,873,21,37124,696
東京,167416,2409660,3402,45,161831,2183
神奈川,64705,989483,1637,45,62138,930
新潟,3376,158429,114,6,3215,47
富山,1974,69571,56,2,1881,37
石川,3887,114608,88,2,3684,112
福井,1072,62239,24,0,1014,34
山梨,1862,47764,222,2,1620,20
長野,4944,193216,92,2,4835,90
岐阜,9305,258148,269,12,8854,182
静岡,8912,382702,349,4,8418,145
愛知,49961,782045,2288,74,46772,901
三重,5160,134562,155,9,5032,109
滋賀,5449,142901,207,6,5155,87
京都,16398,271451,345,19,15798,232
大阪,102049,1993393,3352,189,95297,2563
兵庫,40577,486984,543,37,38771,1268
奈良,8108,161120,146,11,7840,122
和歌山,2654,41192,21,4,2529,48
鳥取,466,80149,4,0,453,2
島根,551,28600,12,1,539,1
岡山,7564,153838,269,7,7125,123
広島,11275,527692,327,18,10716,160
山口,3090,116931,148,2,2871,71
徳島,1650,62307,20,0,1567,63
香川,2078,82197,55,4,1999,29
愛媛,2740,91512,17,4,2648,75
高知,1689,10713,97,8,1569,23
福岡,35071,797251,1334,43,33203,500
佐賀,2542,53841,19,1,2535,23
長崎,3077,119303,95,1,2913,69
熊本,6419,80655,113,8,6195,111
大分,3473,159829,65,1,3348,60
宮崎,3056,43782,40,0,2983,27
鹿児島,3618,108533,162,2,3443,33
沖縄,19784,238845,1998,68,17629,163
(その他),149,-,0,-,149,-
合計,776290,14890404,24317,763,737235,14264
