都道府県名,陽性者数 検査人数,,%
北海道,40721,743096,5.5%
青森,2452,48455,5.1%
岩手,1616,80808,2.0%
宮城,9050,151800,6.0%
秋田,764,14175,5.4%
山形,2017,63255,3.2%
福島,4732,265010,1.8%
茨城,10185,33054,30.8%
栃木,6728,276034,2.4%
群馬,7993,185139,4.3%
埼玉,45238,928154,4.9%
千葉,38693,645978,6.0%
東京,167416,2409660,6.9%
神奈川,64705,989483,6.5%
新潟,3376,158429,2.1%
富山,1974,69571,2.8%
石川,3887,114608,3.4%
福井,1072,62239,1.7%
山梨,1862,47764,3.9%
長野,4944,193216,2.6%
岐阜,9305,258148,3.6%
静岡,8912,382702,2.3%
愛知,49961,782045,6.4%
三重,5160,134562,3.8%
滋賀,5449,142901,3.8%
京都,16398,271451,6.0%
大阪,102049,1993393,5.1%
兵庫,40577,486984,8.3%
奈良,8108,161120,5.0%
和歌山,2654,41192,6.4%
鳥取,466,80149,0.6%
島根,551,28600,1.9%
岡山,7564,153838,4.9%
広島,11275,527692,2.1%
山口,3090,116931,2.6%
徳島,1650,62307,2.6%
香川,2078,82197,2.5%
愛媛,2740,91512,3.0%
高知,1689,10713,15.8%
福岡,35071,797251,4.4%
佐賀,2542,53841,4.7%
長崎,3077,119303,2.6%
熊本,6419,80655,8.0%
大分,3473,159829,2.2%
宮崎,3056,43782,7.0%
鹿児島,3618,108533,3.3%
沖縄,19784,238845,8.3%
長崎船,149,0,-
合計,776290,14890404,5.2%
