都道府県名,陽性者数 検査人数,,%
北海道,2390,65584,3.6%
青森,39,2619,1.5%
,24,4682,0.5%
宮城,491,11617,4.2%
秋田,59,2349,2.5%
山形,81,5298,1.5%
福島,319,23265,1.4%
茨城,710,13060,5.4%
栃木,444,33555,1.3%
群馬,763,25367,3.0%
埼玉,5131,157456,3.3%
千葉,4346,106437,4.1%
東京,27959,515503,5.4%
神奈川,7591,172457,4.4%
新潟,179,16452,1.1%
富山,422,13531,3.1%
石川,782,14607,5.4%
福井,249,10254,2.4%
山梨,197,11057,1.8%
長野,320,20367,1.6%
岐阜,636,24420,2.6%
静岡,567,37931,1.5%
,5557,85912,6.5%
三重,542,14328,3.8%
滋賀,518,13058,4.0%
京都,1863,46776,4.0%
大阪,11249,204301,5.5%
,2913,61514,4.7%
奈良,603,22589,2.7%
和歌山,252,9793,2.6%
鳥取,36,5539,0.6%
島根,140,5943,2.4%
岡山,164,8654,1.9%
広島,641,24634,2.6%
山口,209,10725,1.9%
徳島,149,7104,2.1%
香川,96,11827,0.8%
愛媛,115,4192,2.7%
高知,139,3542,3.9%
,5105,145841,3.5%
佐賀,249,6322,3.9%
長崎,241,20210,1.2%
熊本,714,17813,4.0%
大分,158,18432,0.9%
宮崎,344,8677,4.0%
鹿児島,456,20797,2.2%
沖縄,2769,45025,6.1%
長崎船,149,0,-
合計,89070,2111416,4.2%
