都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2390,65584,210,0,2073,107
青 森,39,2619,2,0,36,1
岩手,24,4682,1,0,23,0
宮城,491,11617,47,1,442,2
秋  田,59,2349,5,0,54,0
山形,81,5298,3,0,77,1
福島,319,23265,67,3,247,5
茨城,710,13060,45,5,648,17
栃木,444,33555,15,0,430,1
群馬,763,25367,39,4,703,19
埼玉,5131,157456,380,10,4649,102
千葉,4346,106437,325,12,3947,74
東京,27959,515503,1974,27,25562,423
神奈川,7591,172457,515,18,6925,151
新潟,179,16452,9,0,170,0
富山,422,13531,3,0,393,26
石川,782,14607,20,0,715,47
福井,249,10254,4,0,234,11
山梨,197,11057,2,1,189,6
長野,320,20367,6,0,313,2
岐阜,636,24420,9,1,617,10
静岡,567,37931,11,0,554,2
愛知,5557,85912,238,8,5228,91
三重,542,14328,30,0,505,7
滋賀,518,13058,16,0,494,8
京都,1863,46776,93,2,1743,27
大阪,11249,204301,437,21,10572,224
兵庫,2913,61514,134,15,2720,59
奈良,603,22589,26,1,568,9
和歌山,252,9793,10,1,235,4
鳥取,36,5539,1,0,35,0
島根,140,5943,0,0,140,0
岡山,164,8654,8,3,152,1
広島,641,24634,60,1,577,3
山口,209,10725,9,1,198,2
徳島,149,7104,0,0,131,9
香川,96,11827,3,0,91,2
愛媛,115,4192,1,0,108,6
高知,139,3542,1,0,134,4
福岡,5105,145841,69,7,4937,99
佐賀,249,6322,3,0,248,0
長崎,241,20210,3,0,233,3
熊本,714,17813,66,1,606,8
大分,158,18432,1,0,155,2
宮崎,344,8677,0,0,344,1
鹿児島,456,20797,24,0,432,12
沖縄,2769,45025,237,7,2487,49
(その他),149,-,0,-,149,-
合計,89070,2111416,5162,150,82223,1637
