都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,13442,238793,1659,22,11309,453
青森,482,9774,89,2,385,8
岩手,385,14361,64,3,297,24
宮城,2175,24571,465,3,1694,16
秋田,140,4565,39,0,100,1
山形,387,10176,77,6,304,6
福島,944,57499,251,5,673,20
茨城,2446,18572,287,8,2123,36
栃木,1478,72484,472,10,1006,6
群馬,2315,52671,336,9,1935,44
埼玉,14298,314223,3075,59,11017,206
千葉,10826,224656,2049,18,8660,117
東京,60177,996675,9185,89,50365,627
神奈川,21263,342311,3135,74,17855,273
新潟,540,27958,104,0,436,3
富山,553,21742,49,2,478,26
石川,1071,29819,115,5,915,51
福井,355,19392,17,0,325,12
山梨,568,14525,75,3,482,11
長野,1183,47545,151,4,1029,15
岐阜,2292,65333,552,13,1706,34
静岡,2679,88334,461,7,2177,41
愛知,16315,199918,2510,40,13596,209
三重,1291,29023,165,6,1108,18
滋賀,1175,37440,227,5,937,11
京都,4455,90765,1019,14,3431,47
大阪,29999,466973,3554,164,25866,579
兵庫,9811,139076,1198,45,8404,209
奈良,2005,47698,361,13,1620,24
和歌山,616,16489,33,4,565,7
鳥取,118,24147,46,1,66,0
島根,207,9344,29,2,178,0
岡山,1363,31723,384,8,762,13
広島,3230,75233,617,18,1778,29
山口,587,26760,120,3,460,3
徳島,198,15335,6,0,183,9
香川,304,24270,95,0,206,3
愛媛,465,12634,87,3,365,13
高知,663,5907,116,9,540,7
福岡,8774,263231,1573,16,7272,119
佐賀,468,15014,61,1,409,3
長崎,611,39155,217,2,311,4
熊本,1873,36058,196,7,1466,16
大分,689,42997,122,4,561,6
宮崎,759,12454,91,0,668,5
鹿児島,1006,39350,131,2,875,14
沖縄,5365,89846,387,7,4902,81
(その他),149,-,0,-,149,-
合計,232495,4486819,36052,716,191949,3459
