都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,6684,122381,2113,19,4428,143
青 森,280,6349,19,2,255,6
岩手,127,7560,93,1,34,0
宮城,1075,17396,185,8,881,9
秋  田,74,3155,6,1,68,0
山形,107,7184,19,0,88,1
福島,474,37381,62,4,406,6
茨城,1205,15503,288,6,898,19
栃木,558,51487,59,5,499,2
群馬,1033,34203,93,1,919,21
埼玉,7499,217347,1002,17,6367,130
千葉,6308,154668,800,9,5422,86
東京,37317,707444,3615,40,33224,478
神奈川,11181,234414,1207,44,9790,184
新潟,295,20826,91,1,204,0
富山,441,16124,16,0,399,26
石川,833,20662,8,0,776,49
福井,300,13504,32,1,257,11
山梨,298,12801,50,2,241,7
長野,592,27741,175,0,416,6
岐阜,911,31292,136,0,762,13
静岡,1111,51416,339,3,768,4
愛知,8464,124076,1413,17,6947,104
三重,706,18271,105,5,594,7
滋賀,730,25024,92,0,629,9
京都,2409,60062,214,3,2160,35
大阪,17159,292105,2613,87,14250,277
兵庫,4485,83625,596,26,3810,79
奈良,975,29663,193,4,771,11
和歌山,379,12054,64,4,305,4
鳥取,53,6197,7,0,46,0
島根,142,6498,1,0,141,0
岡山,485,17220,109,3,310,11
広島,736,31670,48,0,679,6
山口,343,13795,109,2,228,2
徳島,178,7724,8,2,161,9
香川,129,15802,21,0,106,2
愛媛,186,5240,69,0,111,6
高知,146,3704,2,0,140,4
福岡,5513,189078,169,3,5238,106
佐賀,293,8789,18,0,276,1
長崎,254,25667,11,0,243,3
熊本,951,22677,76,1,841,11
大分,209,24933,46,0,160,3
宮崎,414,8918,42,0,372,1
鹿児島,592,25683,48,0,537,13
沖縄,3967,67188,340,2,3564,68
(その他),149,-,0,-,149,-
合計,128750,2936501,16822,323,109870,1973
