都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2933,78717,362,4,2462,109
青 森,217,4702,112,3,103,2
岩手,27,5261,2,0,25,0
宮城,679,13738,142,4,535,2
秋  田,61,2481,2,0,59,0
山形,86,6031,5,0,80,1
福島,387,28628,37,4,344,6
茨城,757,13808,25,1,714,18
栃木,484,41786,23,0,461,1
群馬,890,28891,105,5,760,19
埼玉,5765,181338,384,10,5275,106
千葉,4963,124723,384,10,4501,78
東京,30677,591157,1698,29,28526,453
神奈川,8588,197734,540,19,7881,167
新潟,183,17662,4,0,179,0
富山,423,14459,1,0,396,26
石川,803,16885,12,0,742,49
福井,256,11032,1,0,244,11
山梨,212,11562,10,0,196,6
⾧野,338,22862,9,0,328,4
岐阜,677,26668,31,1,635,11
静岡,636,42455,52,0,582,2
愛知,5992,96926,318,10,5580,94
三重,556,15464,8,2,541,7
滋賀,546,13979,17,0,520,9
京都,2003,52073,65,0,1908,30
大阪,12473,232501,776,25,11441,237
兵庫,3186,67698,157,13,2967,62
奈良,635,24518,19,1,607,9
和歌山,273,10380,9,2,255,4
鳥取,38,5729,3,0,35,0
島根,141,6212,1,0,140,0
岡山,261,10217,54,0,172,4
広島,658,27316,11,0,642,5
山口,213,11901,4,0,207,2
徳島,164,7448,4,0,151,9
香川,101,13385,4,0,95,2
愛媛,116,4353,0,0,110,6
高知,144,3630,3,0,137,4
福岡,5207,162761,69,4,5037,101
佐賀,254,7054,1,0,255,0
⾧崎,244,22202,2,0,239,3
熊本,786,19224,33,1,736,8
大分,159,20662,0,0,156,3
宮崎,367,8784,1,0,366,1
鹿児島,468,22105,5,1,459,12
沖縄,3277,56978,343,7,2878,60
(その他),149,-,0,-,149,-
合計,98453,2406080,5848,156,90811,1743
