都道府県名,陽性者数 検査人数,,%
北海道,1278,22347,5.7%
⻘森,27,1027,2.6%
岩手,0,1046,0.0%
宮城,98,4251,2.3%
秋田,16,1007,1.6%
山形,71,2609,2.7%
福島,82,7477,1.1%
茨城,188,5621,3.3%
栃木,88,8464,1.0%
群馬,155,5558,2.8%
埼玉,1330,41312,3.2%
千葉,1040,19479,5.3%
東京,7048,100107,7.0%
神奈川,1628,13695,11.9%
新潟,86,5170,1.7%
富山,229,4147,5.5%
石川,300,2944,10.2%
福井,122,3587,3.4%
山梨,75,6061,1.2%
⻑野,77,3411,2.3%
岐阜,160,5567,2.9%
静岡,88,8188,1.1%
愛知,526,13693,3.8%
三重,46,2993,1.5%
滋賀,104,2593,4.0%
京都,413,11314,3.7%
大阪,1905,43972,4.3%
兵庫,717,16089,4.5%
奈良,100,4383,2.3%
和歌山,64,4095,1.6%
鳥取,4,1877,0.2%
島根,24,1267,1.9%
岡山,28,2014,1.4%
広島,171,8076,2.1%
山口,37,2542,1.5%
徳島,9,1018,0.9%
香川,28,2895,1.0%
愛媛,82,2654,3.1%
高知,74,2006,3.7%
福岡,885,17222,5.1%
佐賀,47,1682,2.8%
⻑崎,18,3544,0.5%
熊本,49,4395,1.1%
大分,60,5219,1.1%
宮崎,18,1645,1.1%
鹿児島,122,4841,2.5%
沖縄,144,3062,4.7%
⻑崎船,149,-,-
合計,20010,438166,4.6%
