都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,17626,324004,1335,12,15688,608
青森,724,13444,55,1,656,13
岩手,499,20161,19,2,453,27
宮城,3420,48574,241,8,3157,22
秋田,262,6725,42,0,217,3
山形,510,14690,61,2,436,13
福島,1737,86592,218,11,1473,46
茨城,4875,23454,608,15,4199,68
栃木,3791,107069,410,13,3332,49
群馬,3930,76929,353,13,3506,71
埼玉,25594,459924,3892,71,21337,365
千葉,22730,332434,5558,46,16994,268
東京,100790,1334722,10765,129,89108,917
神奈川,41172,504498,2783,99,37908,481
新潟,921,37118,104,2,807,10
富山,873,31259,39,2,807,27
石川,1473,41219,86,3,1339,58
福井,517,27353,65,4,432,20
山梨,901,14741,29,3,858,14
長野,2298,84306,150,1,2138,38
岐阜,4269,106625,422,11,3778,69
静岡,4629,149524,422,3,4128,79
愛知,24101,320943,2359,54,21337,405
三重,2232,46585,337,10,1866,29
滋賀,2158,57944,255,7,1870,33
京都,8510,132891,1360,15,7106,121
大阪,44111,657924,4456,172,38709,946
兵庫,16528,205268,1801,60,14314,413
奈良,3087,69966,295,4,2752,40
和歌山,1071,21677,83,10,953,15
鳥取,202,34630,25,0,172,2
島根,271,12166,23,0,248,0
岡山,2354,51686,252,10,2013,20
広島,4827,120841,295,11,4418,94
山口,1250,45815,277,0,950,23
徳島,389,22129,50,2,325,14
香川,665,37851,158,1,492,15
愛媛,996,25596,97,3,878,21
高知,851,6936,33,4,804,14
福岡,16239,374773,2163,39,13883,193
佐賀,957,24127,85,2,880,4
長崎,1530,57572,235,3,1271,31
熊本,3353,51545,208,21,2961,63
大分,1177,65039,152,2,1008,17
宮崎,1853,23387,173,5,1673,20
鹿児島,1632,56867,188,4,1444,19
沖縄,7631,127156,726,7,6818,92
(その他),149,-,0,-,149,-
合計,391665,6496679,43743,897,342045,5910
