都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,3681,89907,713,10,2855,113
青 森,271,5750,72,3,195,4
岩手,30,5655,4,0,26,0
宮城,834,15020,214,4,616,4
秋  田,67,2642,7,1,60,0
山形,86,6749,4,0,81,1
福島,412,31153,35,3,371,6
茨城,806,14162,50,1,738,18
栃木,498,45708,25,3,473,1
群馬,924,30491,44,4,860,20
埼玉,6201,194647,536,7,5554,111
千葉,5310,135455,406,9,4822,82
東京,32429,627902,1992,36,29976,461
神奈川,9261,209445,600,23,8487,174
新潟,188,18262,6,0,182,0
富山,424,15001,2,0,396,26
石川,819,18467,17,0,753,49
福井,258,11246,2,1,245,11
山梨,225,11926,18,0,201,6
長野,357,24098,18,0,338,6
岐阜,729,27877,62,0,655,12
静岡,707,44670,90,0,615,2
愛知,6618,105343,649,13,5872,97
三重,595,16342,44,3,544,7
滋賀,599,14734,53,0,537,9
京都,2101,54297,99,2,1972,30
大阪,13676,250416,1169,43,12238,249
兵庫,3455,72133,245,14,3143,67
奈良,726,25726,93,0,623,10
和歌山,286,10623,14,3,263,4
鳥取,43,5889,5,0,37,0
島根,141,6281,0,0,141,0
岡山,332,11198,118,2,185,6
広島,670,28463,17,1,648,5
山口,225,11960,14,0,209,2
徳島,167,7566,0,0,155,9
香川,104,14083,2,0,100,2
愛媛,117,4434,1,0,110,6
高知,144,3671,1,0,139,4
福岡,5276,171300,87,4,5085,104
佐賀,268,7612,13,0,257,0
長崎,246,23522,4,0,241,3
熊本,847,20748,53,0,770,9
大分,160,21889,1,0,156,3
宮崎,372,8807,4,1,368,1
鹿児島,505,23324,24,0,464,13
沖縄,3488,60962,277,5,3152,64
(その他),149,-,0,-,149,-
合計,105827,2567556,7904,196,96057,1811
