都道府県名,陽性者数 検査人数,,%
北海道,20463,429449,4.8%
青森,902,23391,3.9%
岩手,589,41656,1.4%
宮城,4798,81713,5.9%
秋田,278,7399,3.8%
山形,687,31472,2.2%
福島,2336,136076,1.7%
茨城,6451,25747,25.1%
栃木,4451,165268,2.7%
群馬,4849,107488,4.5%
埼玉,31860,619477,5.1%
千葉,28810,458972,6.3%
東京,118041,1699649,6.9%
神奈川,47213,667393,7.1%
新潟,1313,77231,1.7%
富山,923,40283,2.3%
石川,1895,58131,3.3%
福井,553,34458,1.6%
山梨,956,29599,3.2%
長野,2552,110500,2.3%
岐阜,4845,152210,3.2%
静岡,5518,234531,2.4%
愛知,26746,443442,6.0%
三重,2650,73145,3.6%
滋賀,2706,83162,3.3%
京都,9269,171236,5.4%
大阪,49420,956079,5.2%
兵庫,18928,281994,6.7%
奈良,3531,92104,3.8%
和歌山,1213,25623,4.7%
鳥取,210,45461,0.5%
島根,285,17152,1.7%
岡山,2630,75671,3.5%
広島,5087,173745,2.9%
山口,1399,64978,2.2%
徳島,473,29529,1.6%
香川,779,48808,1.6%
愛媛,1110,36418,3.0%
高知,913,7339,12.4%
福岡,18765,491205,3.8%
佐賀,1163,31104,3.7%
長崎,1617,74063,2.2%
熊本,3493,57631,6.1%
大分,1301,89070,1.5%
宮崎,1953,24807,7.9%
鹿児島,1775,71203,2.5%
沖縄,8843,159505,5.5%
長崎船,149,0,-
合計,456691,8856567,5.2%
