都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,20463,429449,719,11,19052,735
青森,902,23391,48,0,834,20
岩手,589,41656,27,0,532,30
宮城,4798,81713,789,2,3982,27
秋田,278,7399,9,0,263,6
山形,687,31472,131,0,540,16
福島,2336,136076,257,13,1973,106
茨城,6451,25747,312,1,6015,124
栃木,4451,165268,158,0,4223,70
群馬,4849,107488,157,2,4594,98
埼玉,31860,619477,1326,40,29843,691
千葉,28810,458972,1015,22,27250,545
東京,118041,1699649,2890,42,113490,1661
神奈川,47213,667393,902,18,45542,769
新潟,1313,77231,143,1,1154,16
富山,923,40283,14,1,881,28
石川,1895,58131,16,1,1813,64
福井,553,34458,7,0,521,25
山梨,956,29599,6,0,932,18
長野,2552,110500,111,1,2429,41
岐阜,4845,152210,68,4,4654,123
静岡,5518,234531,179,1,5224,115
愛知,26746,443442,494,10,25681,571
三重,2650,73145,72,4,2590,67
滋賀,2706,83162,95,4,2559,52
京都,9269,171236,117,2,8988,166
大阪,49420,956079,1313,59,46540,1169
兵庫,18928,281994,681,53,17674,573
奈良,3531,92104,92,7,3388,51
和歌山,1213,25623,37,3,1134,18
鳥取,210,45461,0,0,205,2
島根,285,17152,0,0,285,0
岡山,2630,75671,76,6,2479,35
広島,5087,173745,39,1,4942,104
山口,1399,64978,15,0,1341,43
徳島,473,29529,18,2,437,18
香川,779,48808,20,0,741,18
愛媛,1110,36418,41,1,1045,24
高知,913,7339,10,3,884,19
福岡,18765,491205,417,9,18021,327
佐賀,1163,31104,44,2,1129,11
長崎,1617,74063,4,0,1576,38
熊本,3493,57631,24,0,3397,74
大分,1301,89070,8,0,1271,22
宮崎,1953,24807,0,0,1924,22
鹿児島,1775,71203,15,0,1760,28
沖縄,8843,159505,409,2,8314,126
(その他),149,-,0,-,149,-
合計,456691,8856567,13325,328,434195,8906
