都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,34947,642255,7168,48,26605,1016
青森,2178,41080,298,5,1852,28
岩手,1352,69880,169,1,1140,43
宮城,8737,140594,289,10,8359,82
秋田,742,13543,93,0,637,12
山形,1896,57157,240,5,1618,38
福島,4468,227312,388,22,3947,133
茨城,9427,32222,517,9,8767,143
栃木,6108,237306,330,10,5703,75
群馬,7602,161157,536,16,6938,128
埼玉,42907,850735,1974,52,40156,777
千葉,36409,593954,1184,27,34559,666
東京,157125,2223808,5519,68,149589,2017
神奈川,59976,900234,2222,69,56885,869
新潟,3067,134949,362,8,2671,34
富山,1758,60488,291,6,1433,34
石川,3495,83739,510,14,2886,98
福井,1025,57651,49,0,942,34
山梨,1475,41166,120,1,1337,19
長野,4650,171585,374,11,4262,76
岐阜,8333,226213,920,24,7263,150
静岡,7966,340195,744,7,7089,133
愛知,44523,663415,6391,89,37416,716
三重,4716,116606,462,17,4273,103
滋賀,4815,123023,451,11,4289,75
京都,15412,246667,1386,19,13894,201
大阪,97954,1740803,11082,318,83782,2163
兵庫,38865,442714,3338,96,34431,1104
奈良,7737,147637,568,23,7063,106
和歌山,2567,39251,141,37,2347,40
鳥取,455,71265,35,0,409,2
島根,504,24335,99,4,405,0
岡山,6971,108427,1386,30,5045,92
広島,9770,400161,1119,21,7284,119
山口,2761,98010,577,9,2126,58
徳島,1623,56399,115,1,1447,61
香川,1948,74278,242,4,1687,24
愛媛,2666,79817,104,5,2491,71
高知,1281,9018,136,3,1125,20
福岡,32917,720392,5249,81,27057,422
佐賀,2422,47569,250,6,2177,18
長崎,2829,108301,255,8,2513,61
熊本,5951,76309,896,25,4962,93
大分,3195,139117,532,7,2625,38
宮崎,2975,40080,266,4,2674,25
鹿児島,3150,97308,381,3,2750,29
沖縄,15185,210922,1783,60,13260,148
(その他),149,-,0,-,149,-
合計,718984,13189047,61541,1294,642319,12394
