都道府県名,陽性者数 検査人数,,%
北海道,34947,642255,5.4%
青森,2178,41080,5.3%
岩手,1352,69880,1.9%
宮城,8737,140594,6.2%
秋田,742,13543,5.5%
山形,1896,57157,3.3%
福島,4468,227312,2.0%
茨城,9427,32222,29.3%
栃木,6108,237306,2.6%
群馬,7602,161157,4.7%
埼玉,42907,850735,5.0%
千葉,36409,593954,6.1%
東京,157125,2223808,7.1%
神奈川,59976,900234,6.7%
新潟,3067,134949,2.3%
富山,1758,60488,2.9%
石川,3495,83739,4.2%
福井,1025,57651,1.8%
山梨,1475,41166,3.6%
長野,4650,171585,2.7%
岐阜,8333,226213,3.7%
静岡,7966,340195,2.3%
愛知,44523,663415,6.7%
三重,4716,116606,4.0%
滋賀,4815,123023,3.9%
京都,15412,246667,6.2%
大阪,97954,1740803,5.6%
兵庫,38865,442714,8.8%
奈良,7737,147637,5.2%
和歌山,2567,39251,6.5%
鳥取,455,71265,0.6%
島根,504,24335,2.1%
岡山,6971,108427,6.4%
広島,9770,400161,2.4%
山口,2761,98010,2.8%
徳島,1623,56399,2.9%
香川,1948,74278,2.6%
愛媛,2666,79817,3.3%
高知,1281,9018,14.2%
福岡,32917,720392,4.6%
佐賀,2422,47569,5.1%
長崎,2829,108301,2.6%
熊本,5951,76309,7.8%
大分,3195,139117,2.3%
宮崎,2975,40080,7.4%
鹿児島,3150,97308,3.2%
沖縄,15185,210922,7.2%
長崎船,149,0,-
合計,718984,13189047,5.5%
