都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,24170,529203,1626,22,21568,860
青森,1576,33175,265,1,1289,22
岩手,912,55900,127,2,754,31
宮城,8042,118898,453,10,7510,66
秋田,455,10180,72,0,374,9
山形,1513,47660,188,4,1293,32
福島,3373,186843,364,12,2886,123
茨城,8143,29913,545,19,7465,133
栃木,5349,215075,242,2,5036,71
群馬,6014,137279,452,3,5458,104
埼玉,37801,754485,2207,34,34849,745
千葉,33209,547445,1306,18,31281,622
東京,139076,2015241,6555,65,130630,1891
神奈川,53535,805963,1919,37,50800,816
新潟,2285,108390,343,1,1917,25
富山,1319,51908,148,7,1142,29
石川,2467,70424,310,14,2084,71
福井,875,47194,135,2,707,33
山梨,1193,35312,98,1,1076,19
長野,3854,147408,342,5,3528,68
岐阜,5879,187984,458,4,5289,132
静岡,6459,293084,268,2,6040,121
愛知,33151,557541,3067,33,29456,628
三重,3765,98154,604,10,3178,81
滋賀,3724,105306,520,9,3143,61
京都,12387,213779,1411,18,10829,186
大阪,81185,1422427,19118,412,59867,1456
兵庫,31171,378524,4823,91,25673,675
奈良,6171,125853,1000,24,5095,76
和歌山,2158,34005,315,56,1782,28
鳥取,372,61690,61,0,304,2
島根,347,19437,42,1,305,0
岡山,3946,95544,576,15,3157,40
広島,5889,249308,357,7,5381,109
山口,1834,82172,263,4,1527,44
徳島,1295,43401,344,6,908,43
香川,1259,61766,180,2,1063,22
愛媛,2330,61782,362,11,1928,40
高知,1040,7916,69,3,951,20
福岡,22784,597595,2723,22,19712,349
佐賀,1604,38623,220,2,1387,13
長崎,2077,91927,336,6,1711,41
熊本,4110,64737,453,10,3579,78
大分,1855,111326,464,2,1366,25
宮崎,2212,30480,148,0,2034,22
鹿児島,2123,81722,121,1,1969,28
沖縄,12463,191141,1119,10,11214,136
(その他),149,-,0,-,149,-
合計,588900,11255120,57119,1020,520644,10226
