都道府県名,陽性者数 検査人数,,%
北海道,24170,529203,4.6%
青森,1576,33175,4.8%
岩手,912,55900,1.6%
宮城,8042,118898,6.8%
秋田,455,10180,4.5%
山形,1513,47660,3.2%
福島,3373,186843,1.8%
茨城,8143,29913,27.2%
栃木,5349,215075,2.5%
群馬,6014,137279,4.4%
埼玉,37801,754485,5.0%
千葉,33209,547445,6.1%
東京,139076,2015241,6.9%
神奈川,53535,805963,6.6%
新潟,2285,108390,2.1%
富山,1319,51908,2.5%
石川,2467,70424,3.5%
福井,875,47194,1.9%
山梨,1193,35312,3.4%
長野,3854,147408,2.6%
岐阜,5879,187984,3.1%
静岡,6459,293084,2.2%
愛知,33151,557541,5.9%
三重,3765,98154,3.8%
滋賀,3724,105306,3.5%
京都,12387,213779,5.8%
大阪,81185,1422427,5.7%
兵庫,31171,378524,8.2%
奈良,6171,125853,4.9%
和歌山,2158,34005,6.3%
鳥取,372,61690,0.6%
島根,347,19437,1.8%
岡山,3946,95544,4.1%
広島,5889,249308,2.4%
山口,1834,82172,2.2%
徳島,1295,43401,3.0%
香川,1259,61766,2.0%
愛媛,2330,61782,3.8%
高知,1040,7916,13.1%
福岡,22784,597595,3.8%
佐賀,1604,38623,4.2%
長崎,2077,91927,2.3%
熊本,4110,64737,6.3%
大分,1855,111326,1.7%
宮崎,2212,30480,7.3%
鹿児島,2123,81722,2.6%
沖縄,12463,191141,6.5%
長崎船,149,0,-
合計,588900,11255120,5.2%
