都道府県名,陽性者数 検査人数,,%
北海道,23983,526440,4.6%
青森,1553,32943,4.7%
岩手,901,55747,1.6%
宮城,8013,156327,5.1%
秋田,452,10042,4.5%
山形,1504,47220,3.2%
福島,3324,185804,1.8%
茨城,8098,29586,27.4%
栃木,5340,214252,2.5%
群馬,5937,136538,4.3%
埼玉,37656,750830,5.0%
千葉,33017,539067,6.1%
東京,138378,1997763,6.9%
神奈川,53295,800062,6.7%
新潟,2273,107384,2.1%
富山,1304,51157,2.5%
石川,2467,70424,3.5%
福井,873,47111,1.9%
山梨,1170,35312,3.3%
長野,3825,146049,2.6%
岐阜,5850,187829,3.1%
静岡,6435,290648,2.2%
愛知,32721,547913,6.0%
三重,3713,91905,4.0%
滋賀,3683,102595,3.6%
京都,12112,210702,5.7%
大阪,80145,1403098,5.7%
兵庫,30637,376101,8.1%
奈良,6094,124213,4.9%
和歌山,2138,33674,6.3%
鳥取,369,61323,0.6%
島根,347,19437,1.8%
岡山,3872,95544,4.1%
広島,5845,249308,2.3%
山口,1823,82172,2.2%
徳島,1270,43108,2.9%
香川,1233,61536,2.0%
愛媛,2312,58656,3.9%
高知,1026,7868,13.0%
福岡,22784,597595,3.8%
佐賀,1584,38381,4.1%
長崎,2057,91424,2.2%
熊本,4054,64366,6.3%
大分,1800,110857,1.6%
宮崎,2176,30168,7.2%
鹿児島,2090,81229,2.6%
沖縄,12404,153328,8.1%
長崎船,149,0,-
合計,584086,11155036,5.2%
