都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,12381,215175,1848,31,10230,401
青森,396,8697,25,2,365,6
岩手,341,13054,108,3,213,20
宮城,1801,23979,370,6,1419,12
秋田,96,3955,4,0,91,1
山形,330,9675,101,5,226,3
福島,758,50811,174,6,573,11
茨城,2168,18305,227,11,1907,34
栃木,1073,66600,271,12,802,4
群馬,1973,49001,341,10,1599,33
埼玉,11985,292587,2193,32,9611,181
千葉,9324,207373,1340,18,7876,108
東京,52382,915116,5841,64,45973,568
神奈川,17387,321144,2080,57,15065,242
新潟,448,26017,69,0,379,3
富山,503,20475,34,1,443,26
石川,974,27413,90,0,838,50
福井,337,17946,12,2,314,11
山梨,488,14349,40,2,438,10
長野,1053,42266,104,5,925,11
岐阜,1783,57821,333,7,1425,25
静岡,2405,78638,496,8,1877,32
愛知,14219,171494,2157,35,11894,168
三重,1161,26913,153,4,993,15
滋賀,955,34089,94,1,850,11
京都,3829,83002,737,15,3071,44
大阪,27500,419310,3629,160,23369,502
兵庫,8248,124566,888,42,7221,139
奈良,1712,43905,254,10,1438,20
和歌山,587,15857,31,8,538,7
鳥取,70,21680,7,1,62,0
島根,181,8556,17,1,164,0
岡山,1124,27231,204,3,642,12
広島,2377,60968,405,14,1220,15
山口,472,24734,57,3,408,3
徳島,192,14398,5,0,178,9
香川,211,20806,23,0,185,3
愛媛,379,10881,32,4,336,11
高知,549,5379,190,4,353,6
福岡,7547,243185,1021,11,6411,115
佐賀,417,13682,42,1,377,3
長崎,419,35060,110,2,289,3
熊本,1468,30918,172,6,1185,13
大分,580,38198,78,4,497,5
宮崎,669,11785,82,1,587,5
鹿児島,890,34915,95,1,795,13
沖縄,5010,84362,279,6,4657,79
(その他),149,-,0,-,149,-
合計,201301,4086271,26863,619,170458,2993
