都道府県名,陽性者数 検査人数,,%
北海道,12381,215175,5.8%
青森,396,8697,4.6%
岩手,341,13054,2.6%
宮城,1801,23979,7.5%
秋田,96,3955,2.4%
山形,330,9675,3.4%
福島,758,50811,1.5%
茨城,2168,18305,11.8%
栃木,1073,66600,1.6%
群馬,1973,49001,4.0%
埼玉,11985,292587,4.1%
千葉,9324,207373,4.5%
東京,52382,915116,5.7%
神奈川,17387,321144,5.4%
新潟,448,26017,1.7%
富山,503,20475,2.5%
石川,974,27413,3.6%
福井,337,17946,1.9%
山梨,488,14349,3.4%
長野,1053,42266,2.5%
岐阜,1783,57821,3.1%
静岡,2405,78638,3.1%
愛知,14219,171494,8.3%
三重,1161,26913,4.3%
滋賀,955,34089,2.8%
京都,3829,83002,4.6%
大阪,27500,419310,6.6%
兵庫,8248,124566,6.6%
奈良,1712,43905,3.9%
和歌山,587,15857,3.7%
鳥取,70,21680,0.3%
島根,181,8556,2.1%
岡山,1124,27231,4.1%
広島,2377,60968,3.9%
山口,472,24734,1.9%
徳島,192,14398,1.3%
香川,211,20806,1.0%
愛媛,379,10881,3.5%
高知,549,5379,10.2%
福岡,7547,243185,3.1%
佐賀,417,13682,3.0%
長崎,419,35060,1.2%
熊本,1468,30918,4.7%
大分,580,38198,1.5%
宮崎,669,11785,5.7%
鹿児島,890,34915,2.5%
沖縄,5010,84362,5.9%
長崎船,149,0,-
合計,201301,4086271,4.9%
