都道府県名,陽性者数 検査人数,,%
北海道,41772,801489,5.2%
青森,2538,52512,4.8%
岩手,1774,88952,2.0%
宮城,9298,161143,5.8%
秋田,935,16159,5.8%
山形,2057,67424,3.1%
福島,5074,290233,1.7%
茨城,10802,33871,31.9%
栃木,7229,311979,2.3%
群馬,8085,199003,4.1%
埼玉,47765,998897,4.8%
千葉,41862,716627,5.8%
東京,181024,2606875,6.9%
神奈川,69927,1072099,6.5%
新潟,3475,177388,2.0%
富山,2058,76215,2.7%
石川,4023,126523,3.2%
福井,1373,71480,1.9%
山梨,2144,62325,3.4%
長野,5059,212206,2.4%
岐阜,9491,278310,3.4%
静岡,9579,418670,2.3%
愛知,51495,854147,6.0%
三重,5328,148938,3.6%
滋賀,5621,157797,3.6%
京都,16786,291666,5.8%
大阪,104682,2244964,4.7%
兵庫,41200,521525,7.9%
奈良,8456,174026,4.9%
和歌山,2704,42500,6.4%
鳥取,494,86098,0.6%
島根,561,32023,1.8%
岡山,7613,168599,4.5%
広島,11570,561085,2.1%
山口,3173,124469,2.5%
徳島,1661,66517,2.5%
香川,2114,88506,2.4%
愛媛,2756,98714,2.8%
高知,1889,11777,16.0%
福岡,35895,855170,4.2%
佐賀,2570,58736,4.4%
長崎,3229,128564,2.5%
熊本,6495,82501,7.9%
大分,3504,174245,2.0%
宮崎,3107,44740,6.9%
鹿児島,3731,113578,3.3%
沖縄,21319,258879,8.2%
長崎船,149,0,-
合計,815446,16230144,5.0%
