都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1514,32178,120,2,1291,103
青 森,32,1549,2,0,29,1
岩手,6,1833,5,0,1,0
宮城,180,6523,26,1,153,1
秋  田,32,1201,11,0,16,0
山形,76,2959,1,0,75,1
福島,95,10678,9,0,86,0
茨城,368,8181,105,1,253,10
栃木,230,15411,49,2,168,0
群馬,211,9098,35,0,157,19
埼玉,2738,78160,569,4,2090,79
千葉,2061,31557,570,6,1439,52
東京,15107,221676,3413,23,11361,333
神奈川,3059,42717,513,10,2445,101
新潟,126,7248,22,0,103,0
富山,268,5841,34,1,212,22
石川,331,3393,21,2,283,27
福井,153,5420,20,1,125,8
山梨,124,7778,31,0,92,1
⾧野,127,9249,32,0,95,-
岐阜,435,12857,151,1,277,7
静岡,345,16211,111,0,233,1
愛知,2675,29046,1592,6,1040,37
三重,189,5594,103,0,73,1
滋賀,273,5275,119,3,153,1
京都,923,20966,215,3,687,21
大阪,5396,87307,1657,36,3641,95
兵庫,1484,30276,309,8,1128,47
奈良,302,9920,77,1,223,2
和歌山,173,6799,28,4,140,3
鳥取,21,3960,16,0,5,0
島根,29,3045,0,0,29,0
岡山,107,3328,30,-,71,-
広島,393,14241,113,1,273,3
山口,64,4232,14,0,50,0
徳島,55,2584,40,0,10,1
香川,57,5169,12,1,45,0
愛媛,100,3183,11,1,84,5
高知,83,2365,3,0,77,3
福岡,2614,28979,1099,12,1479,36
佐賀,141,3262,88,0,69,0
⾧崎,149,8801,115,-,32,2
熊本,332,7142,134,1,87,5
大分,78,7718,15,1,62,1
宮崎,208,5940,133,3,75,0
鹿児島,273,11730,77,0,196,2
沖縄,884,11078,689,5,192,7
(その他),149,-,0,-,149,-
合計,44770,853658,12539,140,31054,1038
