都道府県名,陽性者数 検査人数,,%
北海道,1514,32178,4.7%
青森,32,1549,2.1%
岩手,6,1833,0.3%
宮城,180,6523,2.8%
秋田,32,1201,2.7%
山形,76,2959,2.6%
福島,95,10678,0.9%
茨城,368,8181,4.5%
栃木,230,15411,1.5%
群馬,211,9098,2.3%
埼玉,2738,78160,3.5%
千葉,2061,31557,6.5%
東京,15107,221676,6.8%
神奈川,3059,42717,7.2%
新潟,126,7248,1.7%
富山,268,5841,4.6%
石川,331,3393,9.8%
福井,153,5420,2.8%
山梨,124,7778,1.6%
⾧野,127,9249,1.4%
岐阜,435,12857,3.4%
静岡,345,16211,2.1%
愛知,2675,29046,9.2%
三重,189,5594,3.4%
滋賀,273,5275,5.2%
京都,923,20966,4.4%
大阪,5396,87307,6.2%
兵庫,1484,30276,4.9%
奈良,302,9920,3.0%
和歌山,173,6799,2.5%
鳥取,21,3960,0.5%
島根,29,3045,1.0%
岡山,107,3328,3.2%
広島,393,14241,2.8%
山口,64,4232,1.5%
徳島,55,2584,2.1%
香川,57,5169,1.1%
愛媛,100,3183,3.1%
高知,83,2365,3.5%
福岡,2614,28979,9.0%
佐賀,141,3262,4.3%
⾧崎,149,8801,1.7%
熊本,332,7142,4.6%
大分,78,7718,1.0%
宮崎,208,5940,3.5%
鹿児島,273,11730,2.3%
沖縄,884,11078,8.0%
⾧崎船,149,-,-
合計,44770,853658,5.2%
