都道府県名,陽性者数 検査人数,,%
北海道,1760,42955,4.1%
青森,35,1982,1.8%
岩手,19,2900,0.7%
宮城,198,7673,2.6%
秋田,49,1749,2.8%
山形,77,3094,2.5%
福島,157,14323,1.1%
茨城,542,10496,5.2%
栃木,303,21784,1.4%
群馬,434,13994,3.1%
埼玉,3862,104261,3.7%
千葉,2994,54290,5.5%
東京,20569,316316,6.5%
神奈川,4848,110988,4.4%
新潟,142,12409,1.1%
富山,379,7417,5.1%
石川,620,7933,7.8%
福井,211,7427,2.8%
山梨,172,9415,1.8%
長野,237,13673,1.7%
岐阜,555,17893,3.1%
静岡,478,24082,2.0%
愛知,4412,51517,8.6%
三重,365,9496,3.8%
滋賀,441,8692,5.1%
京都,1401,29864,4.7%
大阪,8429,132000,6.4%
兵庫,2235,43308,5.2%
奈良,510,12972,3.9%
和歌山,230,8534,2.7%
鳥取,22,4530,0.5%
島根,137,4834,2.8%
岡山,145,5880,2.5%
広島,456,17447,2.6%
山口,158,6570,2.4%
徳島,128,5644,2.3%
香川,77,7877,1.0%
愛媛,114,3769,3.0%
高知,124,2944,4.2%
福岡,4412,39841,11.1%
佐賀,237,5023,4.7%
長崎,229,14101,1.6%
熊本,509,10992,4.6%
大分,144,12052,1.2%
宮崎,333,7943,4.2%
鹿児島,359,15116,2.4%
沖縄,2084,22979,9.1%
長崎船,149,0,-
合計,66481,1290979,5.1%
