都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,13857,245412,1704,23,11771,479
青森,523,10630,92,2,423,8
岩手,400,14691,55,4,321,24
宮城,2268,25211,286,5,1966,16
秋田,157,4867,37,0,119,1
山形,407,10445,66,5,332,9
福島,1033,59974,239,8,770,24
茨城,2659,19019,368,9,2253,38
栃木,1842,74750,669,9,1173,7
群馬,2493,55899,352,10,2094,47
埼玉,15545,333411,3467,70,11853,225
千葉,11877,234043,2631,20,9122,124
東京,64752,1031765,11458,111,52646,648
神奈川,23514,363054,3413,86,19811,290
新潟,582,28879,106,1,476,3
富山,587,22961,51,2,510,26
石川,1139,30584,158,8,943,51
福井,362,20116,18,0,331,12
山梨,605,14642,85,2,509,11
長野,1304,53218,184,3,1099,18
岐阜,2592,68394,603,12,1948,41
静岡,2855,101620,535,6,2278,42
愛知,17242,231862,2469,39,14541,232
三重,1369,30675,177,5,1172,20
滋賀,1321,39393,267,9,1041,13
京都,5154,97288,1151,21,3989,62
大阪,31452,482366,4167,161,26666,619
兵庫,10449,146101,1033,49,9183,233
奈良,2160,52055,357,10,1777,26
和歌山,678,16873,83,4,577,7
鳥取,129,25689,53,2,74,0
島根,215,9344,22,1,193,0
岡山,1524,31723,292,8,1032,15
広島,3587,75233,702,14,2562,45
山口,632,29766,129,3,496,3
徳島,206,15659,12,0,185,9
香川,323,25344,88,1,232,3
愛媛,518,13869,111,4,394,13
高知,696,6027,82,5,604,10
福岡,9664,274151,1762,19,7780,122
佐賀,510,15527,73,1,440,3
長崎,757,41316,241,9,467,5
熊本,1981,37649,200,10,1580,22
大分,746,45203,136,4,604,6
宮崎,916,13756,216,2,700,9
鹿児島,1072,41163,150,2,922,14
沖縄,5540,92095,358,5,5104,83
(その他),149,-,0,-,149,-
合計,250343,4713712,40908,784,205212,3718
