都道府県名,陽性者数 検査人数,,%
北海道,13857,245412,5.6%
青森,523,10630,4.9%
岩手,400,14691,2.7%
宮城,2268,25211,9.0%
秋田,157,4867,3.2%
山形,407,10445,3.9%
福島,1033,59974,1.7%
茨城,2659,19019,14.0%
栃木,1842,74750,2.5%
群馬,2493,55899,4.5%
埼玉,15545,333411,4.7%
千葉,11877,234043,5.1%
東京,64752,1031765,6.3%
神奈川,23514,363054,6.5%
新潟,582,28879,2.0%
富山,587,22961,2.6%
石川,1139,30584,3.7%
福井,362,20116,1.8%
山梨,605,14642,4.1%
長野,1304,53218,2.5%
岐阜,2592,68394,3.8%
静岡,2855,101620,2.8%
愛知,17242,231862,7.4%
三重,1369,30675,4.5%
滋賀,1321,39393,3.4%
京都,5154,97288,5.3%
大阪,31452,482366,6.5%
兵庫,10449,146101,7.2%
奈良,2160,52055,4.1%
和歌山,678,16873,4.0%
鳥取,129,25689,0.5%
島根,215,9344,2.3%
岡山,1524,31723,4.8%
広島,3587,75233,4.8%
山口,632,29766,2.1%
徳島,206,15659,1.3%
香川,323,25344,1.3%
愛媛,518,13869,3.7%
高知,696,6027,11.5%
福岡,9664,274151,3.5%
佐賀,510,15527,3.3%
長崎,757,41316,1.8%
熊本,1981,37649,5.3%
大分,746,45203,1.7%
宮崎,916,13756,6.7%
鹿児島,1072,41163,2.6%
沖縄,5540,92095,6.0%
長崎船,149,0,-
合計,250343,4713712,5.3%
