都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,15300,270645,1524,9,13201,521
青森,607,11633,82,1,517,8
岩手,449,16513,68,2,356,25
宮城,2750,42970,474,9,2259,17
秋田,181,5154,28,0,152,1
山形,438,11523,57,2,369,12
福島,1337,67811,359,7,948,30
茨城,3458,20533,807,9,2610,41
栃木,2916,85390,1292,19,1624,16
群馬,3066,62806,619,10,2390,57
埼玉,19281,372814,5366,74,13658,257
千葉,15883,258017,4795,40,10928,160
東京,80068,1137244,19453,135,59908,707
神奈川,30691,406741,6148,102,24207,336
新潟,739,32037,181,0,558,5
富山,755,25927,171,3,558,26
石川,1267,34619,182,10,1058,53
福井,411,22228,48,3,350,12
山梨,795,14741,164,3,620,11
長野,1819,62480,452,6,1337,20
岐阜,3288,82493,697,18,2539,52
静岡,3621,106902,936,8,2626,59
愛知,20066,253386,3385,57,16384,297
三重,1672,32398,327,4,1322,23
滋賀,1661,45204,425,15,1219,17
京都,6187,106732,1464,15,4702,76
大阪,36434,543085,6254,175,29466,714
兵庫,12686,164362,1714,71,10678,294
奈良,2481,57058,387,10,2063,31
和歌山,819,18508,120,8,679,9
鳥取,170,28928,50,2,115,2
島根,230,10183,16,0,214,0
岡山,1967,35839,327,9,1241,15
広島,4220,99692,599,14,3369,62
山口,760,35818,151,2,600,5
徳島,272,17284,71,0,192,9
香川,477,30651,171,2,302,4
愛媛,762,16790,250,5,499,13
高知,757,6259,72,5,673,12
福岡,12009,303802,3192,20,8683,134
佐賀,698,17753,202,3,504,3
長崎,1118,47030,290,5,662,12
熊本,2722,43346,271,20,1901,36
大分,885,51886,158,6,718,9
宮崎,1429,18621,506,6,923,11
鹿児島,1301,47153,244,3,1057,14
沖縄,6107,98244,569,7,5457,86
(その他),149,-,0,-,149,-
合計,307159,5281233,65118,934,236545,4314
