都道府県名,陽性者数 検査人数,,%
北海道,15818,280837,5.6%
青森,643,11985,5.4%
岩手,467,16977,2.8%
宮城,2921,43870,6.7%
秋田,208,5211,4.0%
山形,443,11682,3.8%
福島,1448,70516,2.1%
茨城,3812,20711,18.4%
栃木,3162,88759,3.6%
群馬,3290,63526,5.2%
埼玉,20785,378221,5.5%
千葉,17318,264173,6.6%
東京,85470,1161971,7.4%
神奈川,33187,412964,8.0%
新潟,767,32456,2.4%
富山,796,26823,3.0%
石川,1326,35793,3.7%
福井,447,23084,1.9%
山梨,816,14741,5.5%
長野,1989,63438,3.1%
岐阜,3507,86752,4.0%
静岡,3869,117236,3.3%
愛知,21051,257837,8.2%
三重,1783,35367,5.0%
滋賀,1747,47337,3.7%
京都,6463,111064,5.8%
大阪,38095,550329,6.9%
兵庫,13520,170389,7.9%
奈良,2602,58339,4.5%
和歌山,865,19032,4.5%
鳥取,177,29345,0.6%
島根,235,10183,2.3%
岡山,2071,35839,5.8%
広島,4358,99692,4.4%
山口,833,35818,2.3%
徳島,291,17876,1.6%
香川,530,32139,1.6%
愛媛,811,19037,4.3%
高知,770,6309,12.2%
福岡,12349,308566,4.0%
佐賀,765,18855,4.1%
長崎,1157,48964,2.4%
熊本,2939,46061,6.4%
大分,926,53935,1.7%
宮崎,1475,18888,7.8%
鹿児島,1357,48606,2.8%
沖縄,6400,101010,6.3%
長崎船,149,0,-
合計,326208,5412543,6.0%
