都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,15818,280837,1716,10,13560,538
青森,643,11985,102,1,533,8
岩手,467,16977,72,1,370,25
宮城,2921,43870,556,6,2345,20
秋田,208,5211,48,0,159,1
山形,443,11682,41,2,389,13
福島,1448,70516,367,6,1048,33
茨城,3812,20711,911,8,2857,44
栃木,3162,88759,1396,20,1766,18
群馬,3290,63526,596,11,2634,60
埼玉,20785,378221,6415,76,14101,269
千葉,17318,264173,5884,43,11265,169
東京,85470,1161971,20646,138,64099,725
神奈川,33187,412964,6327,103,26507,353
新潟,767,32456,178,1,589,5
富山,796,26823,166,3,603,27
石川,1326,35793,183,8,1108,54
福井,447,23084,65,4,369,12
山梨,816,14741,155,4,650,11
長野,1989,63438,478,3,1493,21
岐阜,3507,86752,667,18,2785,55
静岡,3869,117236,962,6,2844,63
愛知,21051,257837,3590,57,17144,317
三重,1783,35367,373,6,1387,23
滋賀,1747,47337,383,15,1345,19
京都,6463,111064,1429,19,5013,78
大阪,38095,550329,6364,186,30989,742
兵庫,13520,170389,2001,77,11213,306
奈良,2602,58339,398,14,2173,31
和歌山,865,19032,121,9,722,11
鳥取,177,29345,49,2,123,2
島根,235,10183,14,0,221,0
岡山,2071,35839,479,17,1434,16
広島,4358,99692,543,15,3645,70
山口,833,35818,191,2,633,5
徳島,291,17876,73,0,209,9
香川,530,32139,194,2,331,5
愛媛,811,19037,242,3,555,14
高知,770,6309,52,4,705,13
福岡,12349,308566,3234,27,8979,136
佐賀,765,18855,224,2,551,4
長崎,1157,48964,292,6,692,14
熊本,2939,46061,281,18,2034,38
大分,926,53935,151,6,764,11
宮崎,1475,18888,456,6,990,11
鹿児島,1357,48606,232,2,1125,15
沖縄,6400,101010,686,6,5633,86
(その他),149,-,0,-,149,-
合計,326208,5412543,69983,973,250833,4500
