都道府県名,陽性者数 検査人数,,%
北海道,1834,47473,3.9%
青森,35,2153,1.6%
岩手,23,3458,0.7%
宮城,249,8369,3.0%
秋田,50,1841,2.7%
山形,78,3133,2.5%
福島,184,16069,1.1%
茨城,588,11350,5.2%
栃木,316,24434,1.3%
群馬,497,16123,3.1%
埼玉,4148,119096,3.5%
千葉,3258,60485,5.4%
東京,22019,360918,6.1%
神奈川,5523,125034,4.4%
新潟,146,13473,1.1%
富山,407,10437,3.9%
石川,712,9728,7.3%
福井,244,8967,2.7%
山梨,178,9851,1.8%
⾧野,292,16526,1.8%
岐阜,566,19111,3.0%
静岡,494,27924,1.8%
愛知,4719,59105,8.0%
三重,435,10665,4.1%
滋賀,465,10102,4.6%
京都,1583,34296,4.6%
大阪,9169,149366,6.1%
兵庫,2360,47485,5.0%
奈良,539,15262,3.5%
和歌山,235,8816,2.7%
鳥取,22,4592,0.5%
島根,137,5027,2.7%
岡山,146,7049,2.1%
広島,460,18408,2.5%
山口,184,7349,2.5%
徳島,146,6389,2.3%
香川,85,8883,1.0%
愛媛,114,3884,2.9%
高知,134,3234,4.1%
福岡,4834,43293,11.2%
佐賀,242,5310,4.6%
⾧崎,234,15654,1.5%
熊本,551,12359,4.5%
大分,157,13756,1.1%
宮崎,339,8198,4.1%
鹿児島,371,16769,2.2%
沖縄,2238,26337,8.5%
⾧崎船,149,0,-
合計,71889,1457541,4.9%
