都道府県名,陽性者数 検査人数,,%
北海道,31910,612515,5.2%
青森,2033,39485,5.1%
岩手,1275,66567,1.9%
宮城,8641,132609,6.5%
秋田,718,12767,5.6%
山形,1775,54650,3.2%
福島,4331,216257,2.0%
茨城,9184,31779,28.9%
栃木,5947,232305,2.6%
群馬,7371,156502,4.7%
埼玉,42068,832383,5.1%
千葉,35835,583560,6.1%
東京,154156,2184275,7.1%
神奈川,58587,881892,6.6%
新潟,2924,129911,2.3%
富山,1582,57941,2.7%
石川,3328,80335,4.1%
福井,1004,56351,1.8%
山梨,1423,38972,3.7%
長野,4463,166383,2.7%
岐阜,7939,219264,3.6%
静岡,7639,330381,2.3%
愛知,41622,635190,6.6%
三重,4581,109813,4.2%
滋賀,4633,119104,3.9%
京都,14885,240384,6.2%
大阪,96142,1675293,5.7%
兵庫,37916,431485,8.8%
奈良,7593,143589,5.3%
和歌山,2517,38247,6.6%
鳥取,442,69477,0.6%
島根,469,22393,2.1%
岡山,6508,108427,6.0%
広島,8788,370434,2.4%
山口,2562,98010,2.6%
徳島,1595,51730,3.1%
香川,1858,71732,2.6%
愛媛,2643,74593,3.5%
高知,1188,8752,13.6%
福岡,31368,697040,4.5%
佐賀,2321,45957,5.1%
長崎,2789,105688,2.6%
熊本,5485,74137,7.4%
大分,3011,134662,2.2%
宮崎,2887,38333,7.5%
鹿児島,2986,93644,3.2%
沖縄,14289,205955,6.9%
長崎船,149,0,-
合計,695360,12781153,5.4%
