都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,9669,164174,2163,27,7269,237
青森,324,7172,45,2,273,6
岩手,220,10109,66,3,150,4
宮城,1272,19587,145,5,1117,10
秋田,90,3689,4,0,85,1
山形,158,7934,33,1,124,1
福島,528,41506,63,5,457,8
茨城,1808,17334,412,17,1373,23
栃木,732,56515,156,9,576,2
群馬,1371,39174,259,5,1090,22
埼玉,9159,244778,1584,29,7423,152
千葉,7388,171596,826,14,6471,91
東京,43377,797901,4483,55,38383,511
神奈川,13505,265968,1227,65,12067,211
新潟,354,23160,82,0,272,0
富山,461,17786,17,0,418,26
石川,867,23222,23,0,794,50
福井,321,15611,16,1,294,11
山梨,381,13645,61,0,311,9
長野,786,33056,100,2,655,6
岐阜,1227,43695,255,2,958,14
静岡,1827,61478,570,10,1243,14
愛知,10938,143080,1809,27,9002,127
三重,940,22079,184,5,747,9
滋賀,814,29103,73,1,730,11
京都,2736,68469,217,7,2480,39
大阪,22197,347916,4479,132,17347,352
兵庫,6169,102264,782,37,5296,91
奈良,1291,35104,254,7,1024,13
和歌山,490,13948,70,6,402,7
鳥取,61,18010,8,0,52,0
島根,153,7158,7,1,146,0
岡山,645,20802,140,5,468,11
広島,1023,35884,203,6,800,6
山口,409,19028,57,3,346,2
徳島,185,7906,6,1,170,9
香川,159,18005,31,1,126,2
愛媛,341,8364,101,5,233,6
高知,215,3998,55,0,147,4
福岡,5977,210049,368,9,5500,109
佐賀,336,10424,42,0,294,2
長崎,273,28117,14,0,257,3
熊本,1079,24904,71,7,964,13
大分,378,30004,139,1,236,3
宮崎,545,10314,96,1,449,1
鹿児島,637,28192,35,1,602,13
沖縄,4535,75471,418,4,4050,72
(その他),149,-,0,-,149,-
合計,158500,3397683,22249,519,133820,2314
