都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,39033,701265,6585,47,31439,1163
青森,2406,45866,178,2,2198,30
岩手,1481,76822,106,1,1330,45
宮城,8949,146473,194,8,8647,83
秋田,760,13808,32,1,712,16
山形,1983,60273,108,3,1832,43
福島,4623,248730,181,8,4293,149
茨城,9864,32792,379,9,9333,152
栃木,6450,266525,289,9,6083,78
群馬,7902,177391,292,17,7470,140
埼玉,44247,893757,1435,52,42018,794
千葉,37538,624517,930,19,35919,689
東京,162893,2319968,4533,62,156265,2095
神奈川,62342,945347,1992,70,59448,902
新潟,3276,148719,223,5,3013,40
富山,1907,65994,194,8,1677,36
石川,3810,98678,322,8,3377,108
福井,1052,59973,27,0,991,34
山梨,1576,44960,88,1,1469,19
長野,4849,183346,201,5,4632,85
岐阜,9042,245024,650,22,8225,167
静岡,8539,361571,537,5,7864,138
愛知,48111,728901,4295,87,42992,824
三重,5011,129213,306,11,4728,107
滋賀,5247,133799,440,13,4726,81
京都,16007,259082,633,24,15112,218
大阪,100546,1869050,7376,287,89852,2404
兵庫,39989,466372,1280,78,37503,1211
奈良,7981,154880,249,9,7614,118
和歌山,2633,40635,51,17,2482,45
鳥取,466,74177,25,0,432,2
島根,545,27832,53,3,492,0
岡山,7444,148791,578,18,6712,109
広島,10869,501470,662,22,9655,140
山口,2981,108624,312,5,2604,65
徳島,1633,59551,28,1,1543,62
香川,2027,78867,99,6,1907,26
愛媛,2723,89387,50,4,2599,74
高知,1553,10135,207,10,1325,21
福岡,34480,762369,3102,75,30830,476
佐賀,2524,51296,108,3,2424,21
長崎,2950,113818,134,2,2748,68
熊本,6318,79287,437,22,5778,103
大分,3424,149928,236,4,3133,55
宮崎,3046,43344,73,2,2937,26
鹿児島,3435,103647,257,3,3152,30
沖縄,18055,224578,2744,89,15164,153
(その他),149,-,0,-,149,-
合計,754669,14170832,43211,1157,696828,13445
