都道府県名,陽性者数 検査人数,,%
北海道,25023,541243,4.6%
青森,1640,33491,4.9%
岩手,1002,57155,1.8%
宮城,8167,121370,6.7%
秋田,517,10180,5.1%
山形,1550,47836,3.2%
福島,3556,189969,1.9%
茨城,8348,29913,27.9%
栃木,5440,217559,2.5%
群馬,6014,137279,4.4%
埼玉,38710,764354,5.1%
千葉,33758,549306,6.1%
東京,142322,2034588,7.0%
神奈川,54493,805963,6.8%
新潟,2403,109983,2.2%
富山,1370,51908,2.6%
石川,2618,71643,3.7%
福井,910,49386,1.8%
山梨,1239,35312,3.5%
長野,3959,147408,2.7%
岐阜,6145,190840,3.2%
静岡,6604,293084,2.3%
愛知,34485,557541,6.2%
三重,3930,98154,4.0%
滋賀,3908,107404,3.6%
京都,12956,218617,5.9%
大阪,85235,1471274,5.8%
兵庫,32923,388349,8.5%
奈良,6498,125853,5.2%
和歌山,2258,34782,6.5%
鳥取,377,61972,0.6%
島根,362,19437,1.9%
岡山,4313,95544,4.5%
広島,6222,267317,2.3%
山口,1913,82172,2.3%
徳島,1410,44788,3.1%
香川,1346,62976,2.1%
愛媛,2418,62724,3.9%
高知,1090,8342,13.1%
福岡,24479,615888,4.0%
佐賀,1702,39555,4.3%
長崎,2227,93377,2.4%
熊本,4295,66290,6.5%
大分,2047,114010,1.8%
宮崎,2246,30480,7.4%
鹿児島,2311,81722,2.8%
沖縄,12715,193254,6.6%
長崎船,149,0,-
合計,609603,11431592,5.3%
