都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,25023,541243,1992,22,22055,876
青森,1640,33491,284,3,1333,23
岩手,1002,57155,172,2,798,32
宮城,8167,121370,408,8,7676,69
秋田,517,10180,109,0,399,9
山形,1550,47836,164,4,1352,34
福島,3556,189969,429,12,3002,125
茨城,8348,29913,504,19,7709,135
栃木,5440,217559,245,4,5124,71
群馬,6014,137279,581,5,5613,104
埼玉,38710,764354,2391,41,35573,746
千葉,33758,549306,1381,19,31751,626
東京,142322,2034588,6935,65,133488,1899
神奈川,54493,805963,1953,57,51718,822
新潟,2403,109983,358,1,2020,25
富山,1370,51908,158,7,1182,30
石川,2618,71643,367,11,2172,77
福井,910,49386,103,1,774,33
山梨,1239,35312,125,1,1096,19
長野,3959,147408,306,4,3640,70
岐阜,6145,190840,544,5,5464,137
静岡,6604,293084,361,3,6121,122
愛知,34485,557541,3468,35,30381,636
三重,3930,98154,641,14,3303,87
滋賀,3908,107404,582,10,3265,61
京都,12956,218617,1575,25,11231,187
大阪,85235,1471274,20528,449,62346,1552
兵庫,32923,388349,4969,85,27250,704
奈良,6498,125853,1002,27,5418,78
和歌山,2258,34782,291,50,1898,33
鳥取,377,61972,44,0,331,2
島根,362,19437,34,1,328,0
岡山,4313,95544,576,15,3157,40
広島,6222,267317,476,7,5548,110
山口,1913,82172,262,6,1605,46
徳島,1410,44788,325,6,1038,47
香川,1346,62976,227,2,1102,23
愛媛,2418,62724,328,12,2044,46
高知,1090,8342,102,3,968,20
福岡,24479,615888,3416,35,20702,361
佐賀,1702,39555,225,2,1479,14
長崎,2227,93377,336,6,1850,42
熊本,4295,66290,521,18,3694,80
大分,2047,114010,488,2,1533,26
宮崎,2246,30480,173,0,2043,22
鹿児島,2311,81722,254,2,2016,28
沖縄,12715,193254,1002,8,11582,137
(その他),149,-,0,-,149,-
合計,609603,11431592,61715,1114,536321,10466
