都道府県名,陽性者数 検査人数,,%
北海道,1339,25042,5.3%
青森,30,1201,2.5%
岩手,0,1224,0.0%
宮城,132,5103,2.6%
秋田,16,1032,1.6%
山形,75,2817,2.7%
福島,84,8488,1.0%
茨城,225,6066,3.7%
栃木,124,10851,1.1%
群馬,167,6836,2.4%
埼玉,1754,50742,3.5%
千葉,1300,23565,5.5%
東京,9411,137338,6.9%
神奈川,1998,15233,13.1%
新潟,89,5578,1.6%
富山,231,4533,5.1%
石川,303,3005,10.1%
福井,126,4005,3.1%
山梨,77,6427,1.2%
長野,84,5055,1.7%
岐阜,177,6981,2.5%
静岡,104,9608,1.1%
愛知,613,15158,4.0%
三重,56,3299,1.7%
滋賀,110,3296,3.3%
京都,490,13461,3.6%
大阪,2245,51997,4.3%
兵庫,813,18933,4.3%
奈良,154,5045,3.1%
和歌山,89,4984,1.8%
鳥取,5,2214,0.2%
島根,25,1992,1.3%
岡山,41,2341,1.8%
広島,207,8806,2.4%
山口,42,3230,1.3%
徳島,10,1415,0.7%
香川,44,3607,1.2%
愛媛,82,2707,3.0%
高知,76,2130,3.6%
福岡,996,19119,5.2%
佐賀,47,1781,2.6%
長崎,40,4753,0.8%
熊本,50,4527,1.1%
大分,60,5689,1.1%
宮崎,20,1770,1.1%
鹿児島,165,8314,2.0%
沖縄,151,3457,4.4%
長崎船,149,-,-
合計,24626,534755,4.6%
