都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,17236,313908,1334,13,15302,591
青森,702,13090,46,2,643,13
岩手,495,19796,23,2,445,27
宮城,3361,48167,364,7,2975,22
秋田,260,6370,52,0,207,1
山形,487,14043,44,2,430,13
福島,1707,83357,260,11,1404,43
茨城,4686,23081,752,17,3872,62
栃木,3731,103668,665,17,3024,42
群馬,3775,74179,339,9,3368,68
埼玉,24642,444971,4298,86,20013,331
千葉,21787,323999,5523,52,16026,238
東京,98439,1302131,13807,147,83768,864
神奈川,39977,491045,3442,103,36092,443
新潟,899,36468,123,1,767,9
富山,863,30685,53,2,783,27
石川,1451,40305,130,2,1290,58
福井,509,26472,71,3,419,19
山梨,898,14741,45,4,840,13
長野,2268,80987,222,2,2036,35
岐阜,4169,103126,488,15,3614,67
静岡,4512,139252,711,10,3725,76
愛知,23612,309425,2748,63,20476,388
三重,2146,46585,373,6,1744,29
滋賀,2097,55114,388,11,1680,29
京都,8200,127431,1368,16,6792,112
大阪,43170,640347,5309,174,36956,905
兵庫,16059,197765,2069,65,13609,381
奈良,2988,67562,311,6,2641,36
和歌山,1047,21234,113,14,902,13
鳥取,198,33635,32,0,161,2
島根,264,12166,16,0,248,0
岡山,2315,51686,252,10,2013,20
広島,4726,120841,315,12,4286,91
山口,1204,45815,351,2,837,16
徳島,383,21315,78,2,291,14
香川,626,36953,154,1,457,15
愛媛,977,25397,133,3,826,18
高知,841,6833,35,4,792,14
福岡,15367,363935,2839,35,12358,170
佐賀,940,23699,146,2,801,4
長崎,1474,55861,268,2,1199,25
熊本,3318,51425,252,22,2815,59
大分,1135,62168,188,3,931,16
宮崎,1808,22673,230,7,1571,17
鹿児島,1598,54720,204,2,1394,18
沖縄,7431,123677,800,5,6546,90
(その他),149,-,0,-,149,-
合計,380927,6312103,51764,974,323518,5544
