都道府県名,陽性者数 検査人数,,%
北海道,17236,313908,5.5%
青森,702,13090,5.4%
岩手,495,19796,2.5%
宮城,3361,48167,7.0%
秋田,260,6370,4.1%
山形,487,14043,3.5%
福島,1707,83357,2.0%
茨城,4686,23081,20.3%
栃木,3731,103668,3.6%
群馬,3775,74179,5.1%
埼玉,24642,444971,5.5%
千葉,21787,323999,6.7%
東京,98439,1302131,7.6%
神奈川,39977,491045,8.1%
新潟,899,36468,2.5%
富山,863,30685,2.8%
石川,1451,40305,3.6%
福井,509,26472,1.9%
山梨,898,14741,6.1%
長野,2268,80987,2.8%
岐阜,4169,103126,4.0%
静岡,4512,139252,3.2%
愛知,23612,309425,7.6%
三重,2146,46585,4.6%
滋賀,2097,55114,3.8%
京都,8200,127431,6.4%
大阪,43170,640347,6.7%
兵庫,16059,197765,8.1%
奈良,2988,67562,4.4%
和歌山,1047,21234,4.9%
鳥取,198,33635,0.6%
島根,264,12166,2.2%
岡山,2315,51686,4.5%
広島,4726,120841,3.9%
山口,1204,45815,2.6%
徳島,383,21315,1.8%
香川,626,36953,1.7%
愛媛,977,25397,3.8%
高知,841,6833,12.3%
福岡,15367,363935,4.2%
佐賀,940,23699,4.0%
長崎,1474,55861,2.6%
熊本,3318,51425,6.5%
大分,1135,62168,1.8%
宮崎,1808,22673,8.0%
鹿児島,1598,54720,2.9%
沖縄,7431,123677,6.0%
長崎船,149,0,-
合計,380927,6312103,6.0%
