都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1361,25699,88,5,1171,102
青 森,31,1317,4,0,26,1
岩手,0,1290,0,0,0,0
宮城,136,5288,22,0,113,1
秋  田,16,1054,0,0,16,0
山形,75,2832,3,0,72,1
福島,85,8752,3,0,82,0
茨城,235,6442,26,2,199,10
栃木,139,11552,46,0,95,0
群馬,174,7184,17,1,138,19
埼玉,1891,55580,444,5,1377,70
千葉,1333,24141,249,2,1038,46
東京,10054,151630,1960,18,7767,327
神奈川,2107,16219,295,7,1714,98
新潟,92,5858,6,0,85,0
富山,234,4874,6,0,206,22
石川,306,3030,9,1,270,27
福井,126,4351,3,0,115,8
山梨,80,6681,4,0,75,1
長野,86,5467,9,0,77,-
岐阜,200,7897,37,0,156,7
静岡,119,10472,29,0,89,1
愛知,714,16828,181,0,493,35
三重,58,3383,9,0,47,1
滋賀,128,3449,23,1,104,1
京都,586,14909,146,1,422,18
大阪,2662,57990,564,10,2012,86
兵庫,853,20016,102,0,706,45
奈良,171,7978,47,1,122,2
和歌山,100,5210,16,1,81,3
鳥取,5,2255,1,0,4,0
島根,26,2033,1,0,24,0
岡山,44,2459,13,-,31,-
広島,220,9665,39,0,179,3
山口,43,3375,5,0,37,0
徳島,10,1470,5,0,4,1
香川,44,4149,16,0,28,0
愛媛,83,2757,1,0,77,5
高知,77,2148,2,0,72,3
福岡,1113,19892,203,4,877,33
佐賀,55,1836,8,0,47,0
長崎,47,5241,30,-,16,1
熊本,52,4607,3,0,46,3
大分,60,5913,0,0,59,1
宮崎,20,1868,2,0,18,0
鹿児島,172,8314,63,0,108,0
沖縄,157,3830,11,0,143,7
(その他),149,-,0,-,149,-
合計,26529,579185,4751,59,20787,989
