都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,17720,327318,1330,11,15859,611
青森,730,13519,58,1,659,13
岩手,505,20461,22,2,455,28
宮城,3431,48693,213,9,3196,22
秋田,266,6739,44,0,219,3
山形,513,15189,59,2,441,13
福島,1750,87691,210,12,1490,50
茨城,4914,23513,581,15,4265,68
栃木,3803,107222,391,15,3363,49
群馬,3969,77531,374,14,3524,71
埼玉,25851,466838,3965,65,21511,375
千葉,22948,335596,5186,44,17491,271
東京,101466,1346412,9854,125,90663,949
神奈川,41404,509791,2644,104,38266,494
新潟,928,37467,98,2,818,12
富山,876,31560,37,2,812,27
石川,1484,41738,89,3,1347,58
福井,517,27353,60,4,437,20
山梨,902,14741,25,3,862,15
長野,2314,85149,144,1,2161,38
岐阜,4321,107762,420,9,3831,70
静岡,4645,151467,402,2,4163,80
愛知,24202,325712,2235,60,21557,410
三重,2259,46585,335,9,1893,31
滋賀,2180,58374,251,5,1896,33
京都,8566,134586,1119,15,7400,122
大阪,44355,665303,3990,166,39407,958
兵庫,16662,206992,1644,65,14596,422
奈良,3121,70956,292,5,2789,40
和歌山,1085,22157,87,10,962,15
鳥取,203,35387,23,0,175,2
島根,273,12166,22,0,251,0
岡山,2366,51686,252,10,2013,20
広島,4841,120841,278,11,4452,94
山口,1272,49814,268,0,980,24
徳島,389,22374,43,3,331,15
香川,670,38359,160,1,495,15
愛媛,997,25633,89,3,887,21
高知,851,6948,29,4,808,14
福岡,16316,378330,1967,40,14153,196
佐賀,965,24285,81,1,895,6
長崎,1537,58238,222,3,1286,32
熊本,3360,51587,188,19,3005,63
大分,1191,65881,152,2,1022,17
宮崎,1866,23721,180,5,1679,20
鹿児島,1632,57426,188,4,1444,19
沖縄,7691,128395,727,6,6877,92
(その他),149,-,0,-,149,-
合計,394256,6565486,41028,892,347235,6018
