都道府県名,陽性者数 検査人数,,%
北海道,4820,101035,4.8%
青森,275,6100,4.5%
,51,5988,0.9%
宮城,943,15890,5.9%
秋田,70,2695,2.6%
山形,94,6981,1.3%
福島,428,34760,1.2%
茨城,906,14703,6.2%
栃木,509,47905,1.1%
群馬,951,32726,2.9%
埼玉,6637,206246,3.2%
千葉,5633,142152,4.0%
東京,34144,659488,5.2%
神奈川,9895,220848,4.5%
新潟,224,19367,1.2%
富山,425,15642,2.7%
石川,827,19519,4.2%
福井,271,12106,2.2%
山梨,275,12472,2.2%
長野,429,25663,1.7%
岐阜,796,29011,2.7%
静岡,822,48055,1.7%
,7299,113195,6.4%
三重,610,17127,3.6%
滋賀,646,14966,4.3%
京都,2222,55975,4.0%
大阪,14870,266357,5.6%
,3747,75625,5.0%
奈良,812,27245,3.0%
和歌山,308,10987,2.8%
鳥取,52,6090,0.9%
島根,141,6354,2.2%
岡山,367,14762,2.5%
広島,684,29759,2.3%
山口,248,12510,2.0%
徳島,170,7642,2.2%
香川,113,14848,0.8%
愛媛,123,4529,2.7%
高知,144,3686,3.9%
,5360,178418,3.0%
佐賀,276,8003,3.4%
長崎,249,24364,1.0%
熊本,887,21374,4.1%
大分,163,22882,0.7%
宮崎,373,8829,4.2%
鹿児島,542,24653,2.2%
沖縄,3669,64314,5.7%
長崎船,149,0,-
合計,113649,2713846,4.2%
