都道府県名,陽性者数 検査人数,,%
北海道,39639,711779,5.6%
青森,2426,46487,5.2%
岩手,1510,77689,1.9%
宮城,8977,147757,6.1%
秋田,760,14009,5.4%
山形,1999,61342,3.3%
福島,4656,252158,1.8%
茨城,9949,32841,30.3%
栃木,6509,268717,2.4%
群馬,7928,178903,4.4%
埼玉,44491,900332,4.9%
千葉,37818,632303,6.0%
東京,163915,2337122,7.0%
神奈川,62988,953927,6.6%
新潟,3299,149854,2.2%
富山,1926,66579,2.9%
石川,3843,101796,3.8%
福井,1055,60169,1.8%
山梨,1672,44960,3.7%
長野,4878,185891,2.6%
岐阜,9134,246790,3.7%
静岡,8660,366081,2.4%
愛知,48764,742508,6.6%
三重,5056,129213,3.9%
滋賀,5311,136178,3.9%
京都,16112,261201,6.2%
大阪,100933,1899830,5.3%
兵庫,40203,471001,8.5%
奈良,8015,156073,5.1%
和歌山,2638,40781,6.5%
鳥取,466,74779,0.6%
島根,547,27832,2.0%
岡山,7488,148791,5.0%
広島,11018,510839,2.2%
山口,3000,108624,2.8%
徳島,1636,59985,2.7%
香川,2039,79545,2.6%
愛媛,2728,89548,3.0%
高知,1610,10391,15.5%
福岡,34670,769204,4.5%
佐賀,2528,51555,4.9%
長崎,3001,114663,2.6%
熊本,6349,79610,8.0%
大分,3439,151281,2.3%
宮崎,3046,43446,7.0%
鹿児島,3505,105306,3.3%
沖縄,18603,226946,8.2%
長崎船,149,0,-
合計,760886,14326616,5.3%
