都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,39639,711779,5965,42,32686,1206
青森,2426,46487,146,4,2250,30
岩手,1510,77689,95,0,1369,46
宮城,8977,147757,199,8,8693,84
秋田,760,14009,25,1,717,18
山形,1999,61342,96,3,1858,45
福島,4656,252158,168,7,4335,153
茨城,9949,32841,323,8,9472,154
栃木,6509,268717,240,8,6190,79
群馬,7928,178903,219,13,7564,145
埼玉,44491,900332,1205,43,42485,801
千葉,37818,632303,931,20,36196,691
東京,163915,2337122,3937,61,157867,2111
神奈川,62988,953927,1905,68,60173,910
新潟,3299,149854,188,6,3071,40
富山,1926,66579,139,10,1751,36
石川,3843,101796,226,8,3505,109
福井,1055,60169,25,0,996,34
山梨,1672,44960,127,1,1500,20
長野,4878,185891,169,3,4693,85
岐阜,9134,246790,579,22,8385,170
静岡,8660,366081,504,7,8017,139
愛知,48764,742508,3799,83,44122,843
三重,5056,129213,296,10,4787,107
滋賀,5311,136178,382,11,4847,82
京都,16112,261201,644,24,15237,221
大阪,100933,1899830,6837,283,90754,2432
兵庫,40203,471001,1110,76,37873,1228
奈良,8015,156073,231,10,7665,119
和歌山,2638,40781,45,12,2493,45
鳥取,466,74779,18,0,439,2
島根,547,27832,39,3,508,0
岡山,7488,148791,578,18,6712,113
広島,11018,510839,578,20,9967,145
山口,3000,108624,240,6,2692,68
徳島,1636,59985,21,0,1552,63
香川,2039,79545,85,5,1933,26
愛媛,2728,89548,41,4,2613,74
高知,1610,10391,188,12,1401,21
福岡,34670,769204,2802,61,31362,482
佐賀,2528,51555,81,3,2460,22
長崎,3001,114663,158,4,2775,68
熊本,6349,79610,322,19,5919,108
大分,3439,151281,188,4,3196,55
宮崎,3046,43446,73,2,2937,26
鹿児島,3505,105306,269,3,3228,31
沖縄,18603,226946,2569,83,15886,154
(その他),149,-,0,-,149,-
合計,760886,14326616,39005,1099,707280,13641
