都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,20994,448391,759,16,19443,749
青森,1031,25134,136,0,875,20
岩手,621,43843,38,0,553,30
宮城,5915,89194,1391,10,4493,31
秋田,283,7580,6,0,271,6
山形,948,35071,315,1,617,16
福島,2499,149208,258,11,2130,111
茨城,6740,26469,322,1,6291,127
栃木,4638,171640,207,2,4361,70
群馬,5007,113724,180,3,4728,99
埼玉,32828,647531,1420,36,30708,700
千葉,29634,474663,1088,22,27978,568
東京,120986,1762746,3204,45,116012,1770
神奈川,48071,695356,843,21,46447,781
新潟,1461,82296,187,2,1256,18
富山,938,41749,21,0,888,29
石川,1911,60344,21,0,1824,64
福井,589,35659,38,0,526,25
山梨,968,30877,11,0,938,19
長野,2796,116474,240,1,2524,41
岐阜,4953,158928,130,3,4698,125
静岡,5708,246634,231,2,5359,118
愛知,27264,463713,650,11,26034,580
三重,2753,76136,131,2,2632,70
滋賀,2770,86514,96,5,2619,55
京都,9460,177218,209,1,9093,169
大阪,52201,1047093,3178,92,47421,1184
兵庫,19848,295406,1136,64,18125,587
奈良,3771,96480,278,3,3438,55
和歌山,1287,26694,89,4,1156,18
鳥取,241,47802,25,0,205,2
島根,287,17590,1,0,286,0
岡山,2693,78444,76,4,2524,35
広島,5151,180106,74,1,4964,106
山口,1418,68811,24,0,1351,43
徳島,535,32160,71,2,446,18
香川,836,51035,66,0,754,19
愛媛,1365,38877,287,0,1054,24
高知,917,7442,10,2,888,19
福岡,18985,508894,373,5,18280,332
佐賀,1189,31922,35,1,1162,13
長崎,1634,77377,18,0,1577,39
熊本,3506,58021,25,2,3407,74
大分,1309,92321,10,1,1277,22
宮崎,1966,24825,13,0,1924,22
鹿児島,1830,73230,51,0,1772,28
沖縄,9482,164199,697,4,8663,128
(その他),149,-,0,-,149,-
合計,472366,9285821,18669,380,444121,9159
