都道府県名,陽性者数 検査人数,,%
北海道,14852,262326,5.7%
青森,567,11261,5.0%
岩手,432,15752,2.7%
宮城,2640,26467,10.0%
秋田,174,4891,3.6%
山形,434,11085,3.9%
福島,1253,65238,1.9%
茨城,3207,19492,16.5%
栃木,2616,82698,3.2%
群馬,2908,58301,5.0%
埼玉,18174,356904,5.1%
千葉,14558,247538,5.9%
東京,76163,1083806,7.0%
神奈川,28036,381811,7.3%
新潟,679,30998,2.2%
富山,716,23807,3.0%
石川,1233,33116,3.7%
福井,399,21414,1.9%
山梨,676,14741,4.6%
長野,1682,55758,3.0%
岐阜,3087,77253,4.0%
静岡,3376,106902,3.2%
愛知,19420,231862,8.4%
三重,1586,32398,4.9%
滋賀,1570,42370,3.7%
京都,5518,101733,5.4%
大阪,34932,523197,6.7%
兵庫,12088,159074,7.6%
奈良,2388,53820,4.4%
和歌山,777,17840,4.4%
鳥取,165,27649,0.6%
島根,227,9344,2.4%
岡山,1859,35839,5.2%
広島,4068,86026,4.7%
山口,719,32146,2.2%
徳島,230,16599,1.4%
香川,441,29188,1.5%
愛媛,689,16051,4.3%
高知,734,6165,11.9%
福岡,11346,291280,3.9%
佐賀,608,16742,3.6%
長崎,1016,45149,2.3%
熊本,2429,40894,5.9%
大分,838,49528,1.7%
宮崎,1327,15272,8.7%
鹿児島,1245,44904,2.8%
沖縄,5944,95543,6.2%
長崎船,149,0,-
合計,290175,5012172,5.8%
