都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,14852,262326,1519,13,12767,511
青森,567,11261,78,2,481,8
岩手,432,15752,65,2,342,25
宮城,2640,26467,486,8,2137,17
秋田,174,4891,31,0,142,1
山形,434,11085,62,4,362,10
福島,1253,65238,338,8,885,30
茨城,3207,19492,724,9,2443,40
栃木,2616,82698,1256,16,1360,12
群馬,2908,58301,551,12,2303,54
埼玉,18174,356904,5087,67,12843,244
千葉,14558,247538,4426,31,9992,140
東京,76163,1083806,18923,131,56551,689
神奈川,28036,381811,5637,102,22081,318
新潟,679,30998,169,0,510,3
富山,716,23807,156,2,534,26
石川,1233,33116,197,8,1011,52
福井,399,21414,41,1,345,12
山梨,676,14741,119,2,546,11
⾧野,1682,55758,445,9,1190,18
岐阜,3087,77253,728,16,2313,46
静岡,3376,106902,851,8,2474,51
愛知,19420,231862,3288,48,15857,275
三重,1586,32398,313,5,1251,22
滋賀,1570,42370,406,14,1148,16
京都,5518,101733,1128,15,4368,69
大阪,34932,523197,5667,169,28585,680
兵庫,12088,159074,1364,69,10452,272
奈良,2388,53820,401,9,1959,28
和歌山,777,17840,127,5,631,8
鳥取,165,27649,66,3,95,1
島根,227,9344,21,1,206,0
岡山,1859,35839,327,9,1241,15
広島,4068,86026,726,13,3016,57
山口,719,32146,144,3,568,3
徳島,230,16599,33,0,188,9
香川,441,29188,178,2,259,4
愛媛,689,16051,233,2,443,13
高知,734,6165,71,4,651,12
福岡,11346,291280,2917,17,8300,129
佐賀,608,16742,146,1,469,3
⾧崎,1016,45149,269,10,517,8
熊本,2429,40894,246,17,1767,34
大分,838,49528,152,4,677,9
宮崎,1327,15272,536,2,791,10
鹿児島,1245,44904,245,2,1000,14
沖縄,5944,95543,556,6,5309,84
(その他),149,-,0,-,149,-
合計,290175,5012172,61449,881,223509,4093
