都道府県名,陽性者数 検査人数,,%
北海道,2126,58133,3.7%
青森,37,2458,1.5%
,23,4282,0.5%
宮城,413,10472,3.9%
秋田,53,2145,2.5%
山形,78,5184,1.5%
福島,263,20652,1.3%
茨城,668,12623,5.3%
栃木,433,30880,1.4%
群馬,719,22752,3.2%
埼玉,4715,144550,3.3%
千葉,3968,95756,4.1%
東京,26169,464893,5.6%
神奈川,7040,156859,4.5%
新潟,170,15617,1.1%
富山,421,12509,3.4%
石川,777,13336,5.8%
福井,244,9834,2.5%
山梨,193,10748,1.8%
長野,311,19157,1.6%
岐阜,627,23106,2.7%
静岡,551,34985,1.6%
,5384,78040,6.9%
三重,523,12619,4.1%
滋賀,503,12016,4.2%
京都,1767,43228,4.1%
大阪,10719,188237,5.7%
,2738,57170,4.8%
奈良,575,20885,2.8%
和歌山,242,9331,2.6%
鳥取,36,5488,0.7%
島根,140,5808,2.4%
岡山,157,8110,1.9%
広島,587,21121,2.8%
山口,201,9915,2.0%
徳島,148,6944,2.1%
香川,93,10851,0.9%
愛媛,114,4099,2.8%
高知,138,3493,4.0%
,5043,134321,3.8%
佐賀,245,6130,4.0%
長崎,238,18768,1.3%
熊本,579,16645,3.5%
大分,158,17153,0.9%
宮崎,344,8601,4.0%
鹿児島,422,19261,2.2%
沖縄,2541,39901,6.4%
長崎船,149,0,-
合計,83783,1929066,4.3%
