都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2126,58133,138,0,1881,107
青 森,37,2458,2,0,34,1
岩手,23,4282,0,0,23,0
宮城,413,10472,41,1,370,2
秋  田,53,2145,0,0,53,0
山形,78,5184,1,0,77,1
福島,263,20652,42,3,218,3
茨城,668,12623,44,4,606,18
栃木,433,30880,38,0,394,1
群馬,719,22752,40,2,660,19
埼玉,4715,144550,279,5,4334,102
千葉,3968,95756,292,10,3604,72
東京,26169,464893,2051,22,23709,409
神奈川,7040,156859,526,16,6374,140
新潟,170,15617,6,0,164,0
富山,421,12509,11,1,384,26
石川,777,13336,38,0,692,47
福井,244,9834,1,0,230,11
山梨,193,10748,14,1,173,6
長野,311,19157,9,0,307,1
岐阜,627,23106,24,2,593,10
静岡,551,34985,29,1,520,2
愛知,5384,78040,346,15,4952,86
三重,523,12619,95,3,420,7
滋賀,503,12016,25,0,470,8
京都,1767,43228,67,3,1674,26
大阪,10719,188237,488,24,10008,215
兵庫,2738,57170,114,9,2565,59
奈良,575,20885,17,0,549,9
和歌山,242,9331,4,0,231,4
鳥取,36,5488,5,0,31,0
島根,140,5808,1,0,139,0
岡山,157,8110,8,-,149,-
広島,587,21121,94,0,482,3
山口,201,9915,7,1,192,2
徳島,148,6944,7,0,129,9
香川,93,10851,3,0,88,2
愛媛,114,4099,0,0,108,6
高知,138,3493,1,0,133,4
福岡,5043,134321,86,7,4859,99
佐賀,245,6130,1,0,246,0
長崎,238,18768,1,0,232,3
熊本,579,16645,11,0,559,8
大分,158,17153,3,0,153,2
宮崎,344,8601,1,0,343,1
鹿児島,422,19261,38,0,379,12
沖縄,2541,39901,226,7,2273,46
(その他),149,-,0,-,149,-
合計,83783,1929066,5275,137,76913,1589
